city_name,date,pm2_5
SEATTLE - DUWAMISH,2015-06-17,7.7
SEATTLE - DUWAMISH,2015-06-18,7.2
SEATTLE - DUWAMISH,2015-06-19,7.1
SEATTLE - DUWAMISH,2015-06-20,6.9
SEATTLE - DUWAMISH,2015-06-21,7.6
SEATTLE - DUWAMISH,2015-06-22,8.4
SEATTLE - DUWAMISH,2015-06-23,8.0
SEATTLE - DUWAMISH,2015-06-24,7.7
SEATTLE - DUWAMISH,2015-06-25,8.6
SEATTLE - DUWAMISH,2015-06-29,13.0
SEATTLE - DUWAMISH,2015-06-30,8.7
SEATTLE - DUWAMISH,2015-07-01,10.4
SEATTLE - DUWAMISH,2015-07-02,11.3
SEATTLE - DUWAMISH,2015-07-03,11.4
SEATTLE - DUWAMISH,2015-07-04,13.1
SEATTLE - DUWAMISH,2015-07-05,22.7
SEATTLE - DUWAMISH,2015-07-06,14.8
SEATTLE - DUWAMISH,2015-07-07,11.9
SEATTLE - DUWAMISH,2015-07-08,21.8
SEATTLE - DUWAMISH,2015-07-09,16.9
SEATTLE - DUWAMISH,2015-07-10,10.4
SEATTLE - DUWAMISH,2015-07-11,9.1
SEATTLE - DUWAMISH,2015-07-12,5.8
SEATTLE - DUWAMISH,2015-07-13,6.2
SEATTLE - DUWAMISH,2015-07-14,6.8
SEATTLE - DUWAMISH,2015-07-15,8.6
SEATTLE - DUWAMISH,2015-07-16,6.4
SEATTLE - DUWAMISH,2015-07-17,8.6
SEATTLE - DUWAMISH,2015-07-18,10.2
SEATTLE - DUWAMISH,2015-07-19,12.6
SEATTLE - DUWAMISH,2015-07-20,8.6
SEATTLE - DUWAMISH,2015-07-21,7.4
SEATTLE - DUWAMISH,2015-07-22,8.5
SEATTLE - DUWAMISH,2015-07-23,7.8
SEATTLE - DUWAMISH,2015-07-24,8.4
SEATTLE - DUWAMISH,2015-07-25,5.6
SEATTLE - DUWAMISH,2015-07-26,5.9
SEATTLE - DUWAMISH,2015-07-27,7.0
SEATTLE - DUWAMISH,2015-07-28,7.2
SEATTLE - DUWAMISH,2015-07-29,8.2
SEATTLE - DUWAMISH,2015-07-30,10.1
SEATTLE - DUWAMISH,2015-08-01,8.7
SEATTLE - DUWAMISH,2015-08-02,10.1
SEATTLE - DUWAMISH,2015-08-03,10.4
SEATTLE - DUWAMISH,2015-08-04,7.8
SEATTLE - DUWAMISH,2015-08-05,7.2
SEATTLE - DUWAMISH,2015-08-06,6.9
SEATTLE - DUWAMISH,2015-08-07,7.3
SEATTLE - DUWAMISH,2015-08-08,6.3
SEATTLE - DUWAMISH,2015-08-09,6.2
SEATTLE - DUWAMISH,2015-08-10,10.6
SEATTLE - DUWAMISH,2015-08-11,12.1
SEATTLE - DUWAMISH,2015-08-12,15.2
SEATTLE - DUWAMISH,2015-08-13,12.0
SEATTLE - DUWAMISH,2015-08-14,8.9
SEATTLE - DUWAMISH,2015-08-15,7.7
SEATTLE - DUWAMISH,2015-08-16,8.5
SEATTLE - DUWAMISH,2015-08-17,9.9
SEATTLE - DUWAMISH,2015-08-18,11.4
SEATTLE - DUWAMISH,2015-08-19,10.3
SEATTLE - DUWAMISH,2015-08-20,8.5
SEATTLE - DUWAMISH,2015-08-21,8.2
SEATTLE - DUWAMISH,2015-08-22,17.0
SEATTLE - DUWAMISH,2015-08-23,25.0
SEATTLE - DUWAMISH,2015-08-24,9.3
SEATTLE - DUWAMISH,2015-08-25,7.7
SEATTLE - DUWAMISH,2015-08-26,9.0
SEATTLE - DUWAMISH,2015-08-27,11.6
SEATTLE - DUWAMISH,2015-08-28,7.7
SEATTLE - DUWAMISH,2015-08-29,7.0
SEATTLE - DUWAMISH,2015-08-30,6.9
SEATTLE - DUWAMISH,2015-08-31,9.5
SEATTLE - DUWAMISH,2015-09-01,9.2
SEATTLE - DUWAMISH,2015-09-02,6.9
SEATTLE - DUWAMISH,2015-09-03,5.6
SEATTLE - DUWAMISH,2015-09-04,6.5
SEATTLE - DUWAMISH,2015-09-05,6.7
SEATTLE - DUWAMISH,2015-09-06,5.0
SEATTLE - DUWAMISH,2015-09-07,7.5
SEATTLE - DUWAMISH,2015-09-08,8.5
SEATTLE - DUWAMISH,2015-09-09,6.6
SEATTLE - DUWAMISH,2015-09-10,8.5
SEATTLE - DUWAMISH,2015-09-11,10.4
SEATTLE - DUWAMISH,2015-09-12,10.2
SEATTLE - DUWAMISH,2015-09-13,7.9
SEATTLE - DUWAMISH,2015-09-14,7.4
SEATTLE - DUWAMISH,2015-09-15,5.6
SEATTLE - DUWAMISH,2015-09-16,7.0
SEATTLE - DUWAMISH,2015-09-17,6.6
SEATTLE - DUWAMISH,2015-09-18,6.4
SEATTLE - DUWAMISH,2015-09-19,7.1
SEATTLE - DUWAMISH,2015-09-20,5.1
SEATTLE - DUWAMISH,2015-09-21,5.4
SEATTLE - DUWAMISH,2015-09-22,7.8
SEATTLE - DUWAMISH,2015-09-23,9.2
SEATTLE - DUWAMISH,2015-09-24,8.7
SEATTLE - DUWAMISH,2015-09-25,4.6
SEATTLE - DUWAMISH,2015-09-26,5.2
SEATTLE - DUWAMISH,2015-09-27,6.9
SEATTLE - DUWAMISH,2015-09-28,8.4
SEATTLE - DUWAMISH,2015-09-29,9.5
SEATTLE - DUWAMISH,2015-09-30,13.2
SEATTLE - DUWAMISH,2015-10-01,17.6
SEATTLE - DUWAMISH,2015-10-02,11.3
SEATTLE - DUWAMISH,2015-10-03,6.5
SEATTLE - DUWAMISH,2015-10-04,7.0
SEATTLE - DUWAMISH,2015-10-05,11.4
SEATTLE - DUWAMISH,2015-10-06,13.8
SEATTLE - DUWAMISH,2015-10-07,11.6
SEATTLE - DUWAMISH,2015-10-08,16.3
SEATTLE - DUWAMISH,2015-10-09,15.1
SEATTLE - DUWAMISH,2015-10-10,6.8
SEATTLE - DUWAMISH,2015-10-11,8.6
SEATTLE - DUWAMISH,2015-10-12,8.7
SEATTLE - DUWAMISH,2015-10-13,8.7
SEATTLE - DUWAMISH,2015-10-14,11.9
SEATTLE - DUWAMISH,2015-10-15,10.0
SEATTLE - DUWAMISH,2015-10-16,15.3
SEATTLE - DUWAMISH,2015-10-17,14.5
SEATTLE - DUWAMISH,2015-10-18,8.6
SEATTLE - DUWAMISH,2015-10-19,5.5
SEATTLE - DUWAMISH,2015-10-20,9.6
SEATTLE - DUWAMISH,2015-10-21,13.8
SEATTLE - DUWAMISH,2015-10-22,11.3
SEATTLE - DUWAMISH,2015-10-23,14.8
SEATTLE - DUWAMISH,2015-10-24,14.4
SEATTLE - DUWAMISH,2015-10-25,10.8
SEATTLE - DUWAMISH,2015-10-26,6.4
SEATTLE - DUWAMISH,2015-10-27,12.2
SEATTLE - DUWAMISH,2015-10-28,14.0
SEATTLE - DUWAMISH,2015-10-29,7.9
SEATTLE - DUWAMISH,2015-10-30,6.4
SEATTLE - DUWAMISH,2015-10-31,8.0
SEATTLE - DUWAMISH,2015-11-01,7.7
SEATTLE - DUWAMISH,2015-11-02,6.3
SEATTLE - DUWAMISH,2015-11-03,12.1
SEATTLE - DUWAMISH,2015-11-04,14.0
SEATTLE - DUWAMISH,2015-11-05,13.6
SEATTLE - DUWAMISH,2015-11-06,14.8
SEATTLE - DUWAMISH,2015-11-07,10.8
SEATTLE - DUWAMISH,2015-11-08,6.2
SEATTLE - DUWAMISH,2015-11-09,9.1
SEATTLE - DUWAMISH,2015-11-10,13.3
SEATTLE - DUWAMISH,2015-11-11,6.0
SEATTLE - DUWAMISH,2015-11-12,8.1
SEATTLE - DUWAMISH,2015-11-13,8.4
SEATTLE - DUWAMISH,2015-11-14,4.7
SEATTLE - DUWAMISH,2015-11-15,6.0
SEATTLE - DUWAMISH,2015-11-16,9.1
SEATTLE - DUWAMISH,2015-11-17,5.5
SEATTLE - DUWAMISH,2015-11-18,8.3
SEATTLE - DUWAMISH,2015-11-19,8.0
SEATTLE - DUWAMISH,2015-11-20,11.3
SEATTLE - DUWAMISH,2015-11-21,10.1
SEATTLE - DUWAMISH,2015-11-22,16.0
SEATTLE - DUWAMISH,2015-11-23,27.0
SEATTLE - DUWAMISH,2015-11-24,9.7
SEATTLE - DUWAMISH,2015-11-25,8.7
SEATTLE - DUWAMISH,2015-11-26,11.8
SEATTLE - DUWAMISH,2015-11-27,18.8
SEATTLE - DUWAMISH,2015-11-28,28.1
SEATTLE - DUWAMISH,2015-11-29,31.7
SEATTLE - DUWAMISH,2015-11-30,26.8
SEATTLE - DUWAMISH,2015-12-01,13.0
SEATTLE - DUWAMISH,2015-12-02,7.7
SEATTLE - DUWAMISH,2015-12-03,6.8
SEATTLE - DUWAMISH,2015-12-04,7.5
SEATTLE - DUWAMISH,2015-12-05,6.8
SEATTLE - DUWAMISH,2015-12-06,5.2
SEATTLE - DUWAMISH,2015-12-07,7.6
SEATTLE - DUWAMISH,2015-12-08,7.2
SEATTLE - DUWAMISH,2015-12-09,7.6
SEATTLE - DUWAMISH,2015-12-10,7.2
SEATTLE - DUWAMISH,2015-12-11,7.5
SEATTLE - DUWAMISH,2015-12-12,7.7
SEATTLE - DUWAMISH,2015-12-13,7.1
SEATTLE - DUWAMISH,2015-12-14,10.7
SEATTLE - DUWAMISH,2015-12-15,15.3
SEATTLE - DUWAMISH,2015-12-16,8.8
SEATTLE - DUWAMISH,2015-12-17,5.9
SEATTLE - DUWAMISH,2015-12-18,6.2
SEATTLE - DUWAMISH,2015-12-19,6.8
SEATTLE - DUWAMISH,2015-12-20,5.5
SEATTLE - DUWAMISH,2015-12-21,6.3
SEATTLE - DUWAMISH,2015-12-22,6.2
SEATTLE - DUWAMISH,2015-12-23,5.0
SEATTLE - DUWAMISH,2015-12-24,4.7
SEATTLE - DUWAMISH,2015-12-25,10.1
SEATTLE - DUWAMISH,2015-12-26,10.2
SEATTLE - DUWAMISH,2015-12-27,5.1
SEATTLE - DUWAMISH,2015-12-28,10.0
SEATTLE - DUWAMISH,2015-12-29,12.9
SEATTLE - DUWAMISH,2015-12-30,8.8
SEATTLE - DUWAMISH,2015-12-31,11.5
SEATTLE - BEACON HILL,2015-01-03,13.6
SEATTLE - BEACON HILL,2015-01-06,6.9
SEATTLE - BEACON HILL,2015-01-09,14.0
SEATTLE - BEACON HILL,2015-01-12,6.0
SEATTLE - BEACON HILL,2015-01-15,5.8
SEATTLE - BEACON HILL,2015-01-18,3.4
SEATTLE - BEACON HILL,2015-01-21,12.9
SEATTLE - BEACON HILL,2015-01-24,1.9
SEATTLE - BEACON HILL,2015-01-27,5.6
SEATTLE - BEACON HILL,2015-01-30,12.6
SEATTLE - BEACON HILL,2015-02-02,3.2
SEATTLE - BEACON HILL,2015-02-05,1.4
SEATTLE - BEACON HILL,2015-02-08,2.4
SEATTLE - BEACON HILL,2015-02-11,10.5
SEATTLE - BEACON HILL,2015-02-14,5.3
SEATTLE - BEACON HILL,2015-02-17,5.2
SEATTLE - BEACON HILL,2015-02-20,4.7
SEATTLE - BEACON HILL,2015-02-23,6.8
SEATTLE - BEACON HILL,2015-02-26,4.5
SEATTLE - BEACON HILL,2015-03-01,7.2
SEATTLE - BEACON HILL,2015-03-04,6.6
SEATTLE - BEACON HILL,2015-03-07,13.2
SEATTLE - BEACON HILL,2015-03-10,7.8
SEATTLE - BEACON HILL,2015-03-13,5.7
SEATTLE - BEACON HILL,2015-03-16,1.1
SEATTLE - BEACON HILL,2015-03-19,4.3
SEATTLE - BEACON HILL,2015-03-22,4.2
SEATTLE - BEACON HILL,2015-03-25,2.6
SEATTLE - BEACON HILL,2015-03-28,2.2
SEATTLE - BEACON HILL,2015-03-31,1.3
SEATTLE - BEACON HILL,2015-04-03,4.0
SEATTLE - BEACON HILL,2015-04-06,2.2
SEATTLE - BEACON HILL,2015-04-09,3.9
SEATTLE - BEACON HILL,2015-04-12,2.7
SEATTLE - BEACON HILL,2015-04-15,2.9
SEATTLE - BEACON HILL,2015-04-18,4.2
SEATTLE - BEACON HILL,2015-04-21,5.0
SEATTLE - BEACON HILL,2015-04-24,2.7
SEATTLE - BEACON HILL,2015-04-27,3.9
SEATTLE - BEACON HILL,2015-04-30,3.5
SEATTLE - BEACON HILL,2015-05-03,6.3
SEATTLE - BEACON HILL,2015-05-06,2.5
SEATTLE - BEACON HILL,2015-05-09,8.9
SEATTLE - BEACON HILL,2015-05-12,4.0
SEATTLE - BEACON HILL,2015-05-15,6.1
SEATTLE - BEACON HILL,2015-05-18,6.2
SEATTLE - BEACON HILL,2015-05-21,9.1
SEATTLE - BEACON HILL,2015-05-24,3.5
SEATTLE - BEACON HILL,2015-05-27,6.8
SEATTLE - BEACON HILL,2015-05-30,7.7
SEATTLE - BEACON HILL,2015-06-02,2.2
SEATTLE - BEACON HILL,2015-06-05,3.8
SEATTLE - BEACON HILL,2015-06-08,5.1
SEATTLE - BEACON HILL,2015-06-11,7.3
SEATTLE - BEACON HILL,2015-06-14,6.5
SEATTLE - BEACON HILL,2015-06-17,4.3
SEATTLE - BEACON HILL,2015-06-20,3.2
SEATTLE - BEACON HILL,2015-06-23,4.0
SEATTLE - BEACON HILL,2015-06-26,4.0
SEATTLE - BEACON HILL,2015-06-29,7.1
SEATTLE - BEACON HILL,2015-07-02,7.9
SEATTLE - BEACON HILL,2015-07-05,28.7
SEATTLE - BEACON HILL,2015-07-08,17.6
SEATTLE - BEACON HILL,2015-07-11,5.3
SEATTLE - BEACON HILL,2015-07-14,3.3
SEATTLE - BEACON HILL,2015-07-17,4.6
SEATTLE - BEACON HILL,2015-07-20,4.6
SEATTLE - BEACON HILL,2015-07-23,5.1
SEATTLE - BEACON HILL,2015-07-26,3.3
SEATTLE - BEACON HILL,2015-07-29,5.0
SEATTLE - BEACON HILL,2015-08-01,4.8
SEATTLE - BEACON HILL,2015-08-04,4.3
SEATTLE - BEACON HILL,2015-08-07,2.6
SEATTLE - BEACON HILL,2015-08-10,7.1
SEATTLE - BEACON HILL,2015-08-13,9.3
SEATTLE - BEACON HILL,2015-08-16,5.4
SEATTLE - BEACON HILL,2015-08-19,5.5
SEATTLE - BEACON HILL,2015-08-22,13.4
SEATTLE - BEACON HILL,2015-08-25,4.0
SEATTLE - BEACON HILL,2015-08-28,3.3
SEATTLE - BEACON HILL,2015-08-31,4.0
SEATTLE - BEACON HILL,2015-09-03,2.4
SEATTLE - BEACON HILL,2015-09-06,2.9
SEATTLE - BEACON HILL,2015-09-09,2.8
SEATTLE - BEACON HILL,2015-09-12,6.9
SEATTLE - BEACON HILL,2015-09-15,3.0
SEATTLE - BEACON HILL,2015-09-18,3.5
SEATTLE - BEACON HILL,2015-09-21,3.4
SEATTLE - BEACON HILL,2015-09-24,4.2
SEATTLE - BEACON HILL,2015-09-27,4.5
SEATTLE - BEACON HILL,2015-09-30,10.8
SEATTLE - BEACON HILL,2015-10-03,4.0
SEATTLE - BEACON HILL,2015-10-06,9.4
SEATTLE - BEACON HILL,2015-10-09,8.1
SEATTLE - BEACON HILL,2015-10-12,5.6
SEATTLE - BEACON HILL,2015-10-15,7.2
SEATTLE - BEACON HILL,2015-10-18,6.5
SEATTLE - BEACON HILL,2015-10-21,7.9
SEATTLE - BEACON HILL,2015-10-24,14.2
SEATTLE - BEACON HILL,2015-10-27,5.1
SEATTLE - BEACON HILL,2015-10-30,2.2
SEATTLE - BEACON HILL,2015-11-02,3.0
SEATTLE - BEACON HILL,2015-11-05,9.5
SEATTLE - BEACON HILL,2015-11-08,3.3
SEATTLE - BEACON HILL,2015-11-11,3.5
SEATTLE - BEACON HILL,2015-11-14,2.9
SEATTLE - BEACON HILL,2015-11-17,1.9
SEATTLE - BEACON HILL,2015-11-20,5.9
SEATTLE - BEACON HILL,2015-11-23,20.8
SEATTLE - BEACON HILL,2015-11-26,10.1
SEATTLE - BEACON HILL,2015-11-29,24.0
SEATTLE - BEACON HILL,2015-12-02,3.1
SEATTLE - BEACON HILL,2015-12-05,1.4
SEATTLE - BEACON HILL,2015-12-08,2.8
SEATTLE - BEACON HILL,2015-12-11,3.9
SEATTLE - BEACON HILL,2015-12-14,5.4
SEATTLE - BEACON HILL,2015-12-17,2.2
SEATTLE - BEACON HILL,2015-12-20,1.4
SEATTLE - BEACON HILL,2015-12-23,3.3
SEATTLE - BEACON HILL,2015-12-26,4.7
SEATTLE - BEACON HILL,2015-12-29,6.8
SEATTLE - BEACON HILL,2015-01-01,12.9
SEATTLE - BEACON HILL,2015-01-02,14.5
SEATTLE - BEACON HILL,2015-01-04,5.4
SEATTLE - BEACON HILL,2015-01-05,2.3
SEATTLE - BEACON HILL,2015-01-07,6.9
SEATTLE - BEACON HILL,2015-01-08,7.0
SEATTLE - BEACON HILL,2015-01-10,10.9
SEATTLE - BEACON HILL,2015-01-11,8.9
SEATTLE - BEACON HILL,2015-01-13,6.1
SEATTLE - BEACON HILL,2015-01-14,7.7
SEATTLE - BEACON HILL,2015-01-16,4.9
SEATTLE - BEACON HILL,2015-01-17,5.0
SEATTLE - BEACON HILL,2015-01-19,3.8
SEATTLE - BEACON HILL,2015-01-20,5.2
SEATTLE - BEACON HILL,2015-01-22,10.7
SEATTLE - BEACON HILL,2015-01-23,6.2
SEATTLE - BEACON HILL,2015-01-25,6.6
SEATTLE - BEACON HILL,2015-01-26,5.9
SEATTLE - BEACON HILL,2015-01-28,4.6
SEATTLE - BEACON HILL,2015-01-29,5.6
SEATTLE - BEACON HILL,2015-01-31,10.5
SEATTLE - BEACON HILL,2015-02-01,10.8
SEATTLE - BEACON HILL,2015-02-03,4.9
SEATTLE - BEACON HILL,2015-02-04,3.9
SEATTLE - BEACON HILL,2015-02-06,1.7
SEATTLE - BEACON HILL,2015-02-07,2.1
SEATTLE - BEACON HILL,2015-02-09,3.4
SEATTLE - BEACON HILL,2015-02-10,2.2
SEATTLE - BEACON HILL,2015-02-12,7.3
SEATTLE - BEACON HILL,2015-02-13,13.8
SEATTLE - BEACON HILL,2015-02-15,4.8
SEATTLE - BEACON HILL,2015-02-16,5.1
SEATTLE - BEACON HILL,2015-02-18,7.4
SEATTLE - BEACON HILL,2015-02-19,5.9
SEATTLE - BEACON HILL,2015-02-21,4.8
SEATTLE - BEACON HILL,2015-02-22,7.2
SEATTLE - BEACON HILL,2015-02-24,10.8
SEATTLE - BEACON HILL,2015-02-25,8.4
SEATTLE - BEACON HILL,2015-02-27,2.2
SEATTLE - BEACON HILL,2015-02-28,4.0
SEATTLE - BEACON HILL,2015-03-02,4.8
SEATTLE - BEACON HILL,2015-03-03,4.8
SEATTLE - BEACON HILL,2015-03-05,11.6
SEATTLE - BEACON HILL,2015-03-06,12.8
SEATTLE - BEACON HILL,2015-03-08,12.6
SEATTLE - BEACON HILL,2015-03-09,12.1
SEATTLE - BEACON HILL,2015-03-11,6.8
SEATTLE - BEACON HILL,2015-03-12,3.8
SEATTLE - BEACON HILL,2015-03-14,3.6
SEATTLE - BEACON HILL,2015-03-15,2.0
SEATTLE - BEACON HILL,2015-03-17,6.3
SEATTLE - BEACON HILL,2015-03-18,3.6
SEATTLE - BEACON HILL,2015-03-20,7.3
SEATTLE - BEACON HILL,2015-03-21,3.2
SEATTLE - BEACON HILL,2015-03-23,4.1
SEATTLE - BEACON HILL,2015-03-24,3.3
SEATTLE - BEACON HILL,2015-03-26,4.7
SEATTLE - BEACON HILL,2015-03-27,5.4
SEATTLE - BEACON HILL,2015-03-29,5.1
SEATTLE - BEACON HILL,2015-03-30,4.2
SEATTLE - BEACON HILL,2015-04-01,3.3
SEATTLE - BEACON HILL,2015-04-04,4.9
SEATTLE - BEACON HILL,2015-04-05,5.7
SEATTLE - BEACON HILL,2015-04-07,4.3
SEATTLE - BEACON HILL,2015-04-08,5.9
SEATTLE - BEACON HILL,2015-04-10,3.5
SEATTLE - BEACON HILL,2015-04-11,3.3
SEATTLE - BEACON HILL,2015-04-13,4.4
SEATTLE - BEACON HILL,2015-04-14,3.5
SEATTLE - BEACON HILL,2015-04-16,5.1
SEATTLE - BEACON HILL,2015-04-17,5.7
SEATTLE - BEACON HILL,2015-04-19,7.7
SEATTLE - BEACON HILL,2015-04-20,8.3
SEATTLE - BEACON HILL,2015-04-22,5.0
SEATTLE - BEACON HILL,2015-04-23,4.7
SEATTLE - BEACON HILL,2015-04-25,2.9
SEATTLE - BEACON HILL,2015-04-26,4.2
SEATTLE - BEACON HILL,2015-05-01,4.3
SEATTLE - BEACON HILL,2015-05-02,5.2
SEATTLE - BEACON HILL,2015-05-04,5.4
SEATTLE - BEACON HILL,2015-05-05,2.7
SEATTLE - BEACON HILL,2015-05-07,4.2
SEATTLE - BEACON HILL,2015-05-08,5.5
SEATTLE - BEACON HILL,2015-05-10,8.1
SEATTLE - BEACON HILL,2015-05-11,5.6
SEATTLE - BEACON HILL,2015-05-13,4.4
SEATTLE - BEACON HILL,2015-05-14,6.5
SEATTLE - BEACON HILL,2015-05-16,4.4
SEATTLE - BEACON HILL,2015-05-17,6.8
SEATTLE - BEACON HILL,2015-05-19,8.9
SEATTLE - BEACON HILL,2015-05-20,10.2
SEATTLE - BEACON HILL,2015-05-22,5.9
SEATTLE - BEACON HILL,2015-05-23,3.9
SEATTLE - BEACON HILL,2015-05-25,3.6
SEATTLE - BEACON HILL,2015-05-26,5.7
SEATTLE - BEACON HILL,2015-05-28,9.6
SEATTLE - BEACON HILL,2015-05-29,9.9
SEATTLE - BEACON HILL,2015-05-31,10.7
SEATTLE - BEACON HILL,2015-06-01,5.8
SEATTLE - BEACON HILL,2015-06-03,3.5
SEATTLE - BEACON HILL,2015-06-04,3.3
SEATTLE - BEACON HILL,2015-06-06,7.3
SEATTLE - BEACON HILL,2015-06-07,9.3
SEATTLE - BEACON HILL,2015-06-09,7.3
SEATTLE - BEACON HILL,2015-06-10,11.2
SEATTLE - BEACON HILL,2015-06-12,5.7
SEATTLE - BEACON HILL,2015-06-13,8.2
SEATTLE - BEACON HILL,2015-06-15,7.8
SEATTLE - BEACON HILL,2015-06-16,7.2
SEATTLE - BEACON HILL,2015-06-18,4.5
SEATTLE - BEACON HILL,2015-06-19,4.6
SEATTLE - BEACON HILL,2015-06-21,5.8
SEATTLE - BEACON HILL,2015-06-22,6.2
SEATTLE - BEACON HILL,2015-06-24,5.0
SEATTLE - BEACON HILL,2015-06-25,6.0
SEATTLE - BEACON HILL,2015-06-27,7.5
SEATTLE - BEACON HILL,2015-06-28,11.1
SEATTLE - BEACON HILL,2015-06-30,7.2
SEATTLE - BEACON HILL,2015-07-01,8.6
SEATTLE - BEACON HILL,2015-07-03,10.0
SEATTLE - BEACON HILL,2015-07-04,18.5
SEATTLE - BEACON HILL,2015-07-06,14.3
SEATTLE - BEACON HILL,2015-07-07,11.7
SEATTLE - BEACON HILL,2015-07-09,20.0
SEATTLE - BEACON HILL,2015-07-10,9.9
SEATTLE - BEACON HILL,2015-07-12,6.4
SEATTLE - BEACON HILL,2015-07-13,7.0
SEATTLE - BEACON HILL,2015-07-15,9.0
SEATTLE - BEACON HILL,2015-07-16,8.2
SEATTLE - BEACON HILL,2015-07-18,6.7
SEATTLE - BEACON HILL,2015-07-19,8.8
SEATTLE - BEACON HILL,2015-07-21,4.0
SEATTLE - BEACON HILL,2015-07-22,6.4
SEATTLE - BEACON HILL,2015-07-24,4.7
SEATTLE - BEACON HILL,2015-07-25,3.0
SEATTLE - BEACON HILL,2015-07-27,5.8
SEATTLE - BEACON HILL,2015-07-28,4.6
SEATTLE - BEACON HILL,2015-07-30,6.3
SEATTLE - BEACON HILL,2015-07-31,6.8
SEATTLE - BEACON HILL,2015-08-02,7.3
SEATTLE - BEACON HILL,2015-08-03,7.0
SEATTLE - BEACON HILL,2015-08-05,4.0
SEATTLE - BEACON HILL,2015-08-06,4.1
SEATTLE - BEACON HILL,2015-08-08,2.5
SEATTLE - BEACON HILL,2015-08-09,3.4
SEATTLE - BEACON HILL,2015-08-11,7.5
SEATTLE - BEACON HILL,2015-08-12,11.2
SEATTLE - BEACON HILL,2015-08-14,3.7
SEATTLE - BEACON HILL,2015-08-15,5.1
SEATTLE - BEACON HILL,2015-08-17,7.3
SEATTLE - BEACON HILL,2015-08-18,8.2
SEATTLE - BEACON HILL,2015-08-20,4.8
SEATTLE - BEACON HILL,2015-08-21,9.5
SEATTLE - BEACON HILL,2015-08-23,22.1
SEATTLE - BEACON HILL,2015-08-24,7.3
SEATTLE - BEACON HILL,2015-08-26,5.6
SEATTLE - BEACON HILL,2015-08-27,8.6
SEATTLE - BEACON HILL,2015-08-29,4.1
SEATTLE - BEACON HILL,2015-08-30,3.9
SEATTLE - BEACON HILL,2015-09-01,3.7
SEATTLE - BEACON HILL,2015-09-02,3.4
SEATTLE - BEACON HILL,2015-09-04,4.2
SEATTLE - BEACON HILL,2015-09-05,4.5
SEATTLE - BEACON HILL,2015-09-07,5.9
SEATTLE - BEACON HILL,2015-09-08,6.1
SEATTLE - BEACON HILL,2015-09-10,5.0
SEATTLE - BEACON HILL,2015-09-11,7.3
SEATTLE - BEACON HILL,2015-09-13,5.6
SEATTLE - BEACON HILL,2015-09-22,3.2
SEATTLE - BEACON HILL,2015-09-23,5.0
SEATTLE - BEACON HILL,2015-09-25,2.2
SEATTLE - BEACON HILL,2015-09-26,2.7
SEATTLE - BEACON HILL,2015-09-28,4.5
SEATTLE - BEACON HILL,2015-09-29,7.0
SEATTLE - BEACON HILL,2015-10-01,11.8
SEATTLE - BEACON HILL,2015-10-02,8.7
SEATTLE - BEACON HILL,2015-10-04,5.4
SEATTLE - BEACON HILL,2015-10-05,9.4
SEATTLE - BEACON HILL,2015-10-07,6.4
SEATTLE - BEACON HILL,2015-10-08,15.3
SEATTLE - BEACON HILL,2015-10-10,3.3
SEATTLE - BEACON HILL,2015-10-11,6.0
SEATTLE - BEACON HILL,2015-10-13,6.5
SEATTLE - BEACON HILL,2015-10-14,8.5
SEATTLE - BEACON HILL,2015-10-16,10.4
SEATTLE - BEACON HILL,2015-10-17,13.7
SEATTLE - BEACON HILL,2015-10-19,3.5
SEATTLE - BEACON HILL,2015-10-20,6.6
SEATTLE - BEACON HILL,2015-10-22,6.8
SEATTLE - BEACON HILL,2015-10-23,10.5
SEATTLE - BEACON HILL,2015-10-25,8.7
SEATTLE - BEACON HILL,2015-10-26,3.2
SEATTLE - BEACON HILL,2015-10-28,7.8
SEATTLE - BEACON HILL,2015-10-29,4.9
SEATTLE - BEACON HILL,2015-10-31,2.5
SEATTLE - BEACON HILL,2015-11-01,2.6
SEATTLE - BEACON HILL,2015-11-03,6.7
SEATTLE - BEACON HILL,2015-11-04,8.4
SEATTLE - BEACON HILL,2015-11-06,10.0
SEATTLE - BEACON HILL,2015-11-07,6.4
SEATTLE - BEACON HILL,2015-11-09,4.7
SEATTLE - BEACON HILL,2015-11-10,7.3
SEATTLE - BEACON HILL,2015-11-12,4.0
SEATTLE - BEACON HILL,2015-11-13,2.8
SEATTLE - BEACON HILL,2015-11-15,3.0
SEATTLE - BEACON HILL,2015-11-16,3.4
SEATTLE - BEACON HILL,2015-11-18,4.1
SEATTLE - BEACON HILL,2015-11-19,3.8
SEATTLE - BEACON HILL,2015-11-21,6.5
SEATTLE - BEACON HILL,2015-11-22,11.2
SEATTLE - BEACON HILL,2015-11-24,6.1
SEATTLE - BEACON HILL,2015-11-25,6.1
SEATTLE - BEACON HILL,2015-11-27,11.5
SEATTLE - BEACON HILL,2015-11-28,16.9
SEATTLE - BEACON HILL,2015-11-30,17.6
SEATTLE - BEACON HILL,2015-12-01,6.2
SEATTLE - BEACON HILL,2015-12-03,3.3
SEATTLE - BEACON HILL,2015-12-04,4.2
SEATTLE - BEACON HILL,2015-12-06,2.9
SEATTLE - BEACON HILL,2015-12-07,3.4
SEATTLE - BEACON HILL,2015-12-09,5.4
SEATTLE - BEACON HILL,2015-12-10,3.9
SEATTLE - BEACON HILL,2015-12-12,5.1
