houseid,longitude,latitude
3881,-118.51,34.22
3882,-118.52,34.22
3883,-118.52,34.22
3884,-118.52,34.21
3885,-118.52,34.21
3886,-118.53,34.22
3887,-118.53,34.21
3888,-118.55,34.21
3889,-118.56,34.22
3890,-118.56,34.21
3891,-118.56,34.22
3892,-118.55,34.21
3893,-118.56,34.21
3894,-118.52,34.2
3895,-118.53,34.2
3896,-118.5,34.21
3897,-118.51,34.2
3898,-118.51,34.2
3899,-118.52,34.21
3900,-118.5,34.2
3901,-118.51,34.2
3902,-118.51,34.2
3903,-118.51,34.19
3904,-118.51,34.19
3905,-118.5,34.2
3906,-118.5,34.19
3907,-118.5,34.19
3908,-118.52,34.2
3909,-118.52,34.2
3910,-118.53,34.2
3911,-118.55,34.2
3912,-118.55,34.19
3913,-118.55,34.2
3914,-118.52,34.19
3915,-118.52,34.19
3916,-118.52,34.19
3917,-118.53,34.19
3918,-118.52,34.18
3919,-118.53,34.18
3920,-118.56,34.2
3921,-118.56,34.2
3922,-118.56,34.19
3923,-118.56,34.19
3924,-118.56,34.19
3925,-118.56,34.18
3926,-118.54,34.19
3927,-118.54,34.18
3928,-118.55,34.19
3929,-118.55,34.19
3930,-118.58,34.21
3931,-118.59,34.21
3932,-118.59,34.2
3933,-118.58,34.2
3934,-118.57,34.22
3935,-118.57,34.21
3936,-118.57,34.22
3937,-118.58,34.21
3938,-118.58,34.22
3939,-118.58,34.21
3940,-118.59,34.21
3941,-118.59,34.21
3942,-118.6,34.21
3943,-118.61,34.21
3944,-118.62,34.22
3945,-118.62,34.21
3946,-118.62,34.22
3947,-118.61,34.21
3948,-118.61,34.2
3949,-118.61,34.21
3950,-118.62,34.2
3951,-118.63,34.21
3952,-118.64,34.22
3953,-118.65,34.21
3954,-118.65,34.2
3955,-118.62,34.2
3956,-118.63,34.2
3957,-118.59,34.21
3958,-118.59,34.2
3959,-118.6,34.2
3960,-118.6,34.21
3961,-118.56,34.2
3962,-118.57,34.21
3963,-118.57,34.2
3964,-118.58,34.2
3965,-118.56,34.19
3966,-118.57,34.2
3967,-118.57,34.2
3968,-118.58,34.2
3969,-118.58,34.2
3970,-118.56,34.19
3971,-118.58,34.19
3972,-118.58,34.19
3973,-118.58,34.19
3974,-118.58,34.18
3975,-118.62,34.2
3976,-118.62,34.18
3977,-118.62,34.19
3978,-118.61,34.2
3979,-118.61,34.19
3980,-118.61,34.19
3981,-118.6,34.19
3982,-118.63,34.19
3983,-118.63,34.18
3984,-118.64,34.19
3985,-118.64,34.19
3986,-118.64,34.18
3987,-118.64,34.19
3988,-118.65,34.18
3989,-118.65,34.19
3990,-118.66,34.19
3991,-118.63,34.17
3992,-118.64,34.17
3993,-118.57,34.18
3994,-118.57,34.17
3995,-118.58,34.17
3996,-118.59,34.18
3997,-118.61,34.17
3998,-118.62,34.17
3999,-118.62,34.17
4000,-118.63,34.18
4001,-118.65,34.18
4002,-118.66,34.18
4003,-118.61,34.17
4004,-118.61,34.15
4005,-118.61,34.16
4006,-118.63,34.16
4007,-118.63,34.16
4008,-118.62,34.15
4009,-118.57,34.17
4010,-118.58,34.17
4011,-118.59,34.17
4012,-118.6,34.16
4013,-118.6,34.16
4014,-118.57,34.15
4015,-118.58,34.15
4016,-118.59,34.15
4017,-118.6,34.15
4018,-118.59,34.14
4019,-118.49,34.18
4020,-118.51,34.18
4021,-118.51,34.17
4022,-118.52,34.18
4023,-118.52,34.18
4024,-118.52,34.18
4025,-118.53,34.17
4026,-118.54,34.17
4027,-118.55,34.18
4028,-118.56,34.18
4029,-118.54,34.18
4030,-118.53,34.18
4031,-118.54,34.17
4032,-118.54,34.17
4033,-118.55,34.17
4034,-118.56,34.17
4035,-118.52,34.17
4036,-118.52,34.16
4037,-118.53,34.16
4038,-118.51,34.16
4039,-118.48,34.16
4040,-118.49,34.16
4041,-118.5,34.16
4042,-118.5,34.15
4043,-118.5,34.17
4044,-118.49,34.15
4045,-118.49,34.14
4046,-118.49,34.13
4047,-118.51,34.14
4048,-118.53,34.14
4049,-118.54,34.15
4050,-118.56,34.14
4051,-118.43,34.15
4052,-118.43,34.15
4053,-118.43,34.15
4054,-118.43,34.15
4055,-118.44,34.15
4056,-118.44,34.15
4057,-118.44,34.15
4058,-118.44,34.15
4059,-118.44,34.15
4060,-118.45,34.16
4061,-118.45,34.15
4062,-118.45,34.15
4063,-118.46,34.16
4064,-118.46,34.16
4065,-118.47,34.15
4066,-118.47,34.16
4067,-118.47,34.15
4068,-118.48,34.15
4069,-118.48,34.16
4070,-118.48,34.14
4071,-118.46,34.14
4072,-118.47,34.14
4073,-118.47,34.14
4074,-118.43,34.14
4075,-118.43,34.13
4076,-118.45,34.14
4077,-118.35,34.15
4078,-118.36,34.15
4079,-118.36,34.15
4080,-118.37,34.15
4081,-118.37,34.15
4082,-118.38,34.16
4083,-118.38,34.15
4084,-118.39,34.15
4085,-118.39,34.15
4086,-118.39,34.16
4087,-118.4,34.15
4088,-118.41,34.15
4089,-118.42,34.15
4090,-118.42,34.15
4091,-118.42,34.15
4092,-118.42,34.16
4093,-118.42,34.16
4094,-118.4,34.15
4095,-118.4,34.15
4096,-118.41,34.15
4097,-118.41,34.15
4098,-118.36,34.14
4099,-118.37,34.14
4100,-118.37,34.14
4101,-118.38,34.14
4102,-118.39,34.14
4103,-118.39,34.15
4104,-118.35,34.13
4105,-118.34,34.12
4106,-118.36,34.13
4107,-118.37,34.14
4108,-118.37,34.13
4109,-118.39,34.14
4110,-118.38,34.14
4111,-118.4,34.13
4112,-118.4,34.14
4113,-118.4,34.14
4114,-118.41,34.14
4115,-118.42,34.14
4116,-118.42,34.13
4117,-118.22,34.14
4118,-118.22,34.14
4119,-118.2,34.14
4120,-118.19,34.14
4121,-118.19,34.14
4122,-118.23,34.14
4123,-118.22,34.14
4124,-118.22,34.13
4125,-118.2,34.14
4126,-118.21,34.14
4127,-118.21,34.14
4128,-118.2,34.14
4129,-118.19,34.14
4130,-118.19,34.13
4131,-118.2,34.13
4132,-118.21,34.13
4133,-118.22,34.13
4134,-118.22,34.13
4135,-118.18,34.13
4136,-118.18,34.12
4137,-118.18,34.12
4138,-118.17,34.12
4139,-118.18,34.12
4140,-118.17,34.12
4141,-118.19,34.13
4142,-118.19,34.12
4143,-118.19,34.12
4144,-118.19,34.12
4145,-118.19,34.12
4146,-118.2,34.13
4147,-118.2,34.13
4148,-118.2,34.12
4149,-118.2,34.12
4150,-118.21,34.12
4151,-118.21,34.12
4152,-118.21,34.12
4153,-118.2,34.11
4154,-118.2,34.11
4155,-118.2,34.11
4156,-118.2,34.12
4157,-118.19,34.12
4158,-118.19,34.11
4159,-118.19,34.12
4160,-118.18,34.11
4161,-118.18,34.11
4162,-118.19,34.11
4163,-118.19,34.11
4164,-118.19,34.1
4165,-118.2,34.11
4166,-118.2,34.11
4167,-118.2,34.1
4168,-118.21,34.11
4169,-118.21,34.1
4170,-118.21,34.1
4171,-118.22,34.1
4172,-118.23,34.1
4173,-118.23,34.1
4174,-118.21,34.1
4175,-118.21,34.09
4176,-118.22,34.1
4177,-118.23,34.1
4178,-118.22,34.09
4179,-118.22,34.09
4180,-118.22,34.09
4181,-118.23,34.09
4182,-118.23,34.13
4183,-118.23,34.13
4184,-118.22,34.13
4185,-118.23,34.13
4186,-118.23,34.13
4187,-118.23,34.13
4188,-118.22,34.12
4189,-118.21,34.12
4190,-118.22,34.11
4191,-118.22,34.12
4192,-118.23,34.12
4193,-118.24,34.12
4194,-118.23,34.12
4195,-118.23,34.11
4196,-118.23,34.11
4197,-118.25,34.12
4198,-118.24,34.12
4199,-118.24,34.12
4200,-118.24,34.11
4201,-118.24,34.11
4202,-118.23,34.11
4203,-118.26,34.12
4204,-118.26,34.11
4205,-118.25,34.11
4206,-118.25,34.11
4207,-118.25,34.11
4208,-118.24,34.1
4209,-118.25,34.11
4210,-118.25,34.1
4211,-118.25,34.1
4212,-118.26,34.11
4213,-118.27,34.14
4214,-118.27,34.13
4215,-118.27,34.13
4216,-118.27,34.11
4217,-118.27,34.11
4218,-118.28,34.11
4219,-118.28,34.11
4220,-118.28,34.12
4221,-118.26,34.12
4222,-118.26,34.12
4223,-118.27,34.12
4224,-118.29,34.11
4225,-118.29,34.11
4226,-118.29,34.1
4227,-118.29,34.1
4228,-118.29,34.11
4229,-118.29,34.11
4230,-118.29,34.11
4231,-118.3,34.11
4232,-118.3,34.1
4233,-118.3,34.11
4234,-118.3,34.11
4235,-118.31,34.11
4236,-118.31,34.12
4237,-118.31,34.13
4238,-118.32,34.12
4239,-118.32,34.11
4240,-118.32,34.11
4241,-118.32,34.11
4242,-118.33,34.11
4243,-118.33,34.11
4244,-118.33,34.11
4245,-118.32,34.13
4246,-118.33,34.12
4247,-118.34,34.13
4248,-118.32,34.14
4249,-118.34,34.11
4250,-118.35,34.1
4251,-118.36,34.1
4252,-118.36,34.1
4253,-118.35,34.1
4254,-118.35,34.1
4255,-118.35,34.1
4256,-118.35,34.1
4257,-118.35,34.1
4258,-118.34,34.11
4259,-118.34,34.1
4260,-118.34,34.1
4261,-118.34,34.1
4262,-118.33,34.1
4263,-118.33,34.1
4264,-118.31,34.1
4265,-118.32,34.1
4266,-118.3,34.1
4267,-118.3,34.1
4268,-118.31,34.1
4269,-118.31,34.1
4270,-118.33,34.1
4271,-118.33,34.1
4272,-118.32,34.1
4273,-118.32,34.09
4274,-118.33,34.09
4275,-118.33,34.1
4276,-118.31,34.1
4277,-118.31,34.09
4278,-118.31,34.09
4279,-118.31,34.09
4280,-118.32,34.09
4281,-118.32,34.09
4282,-118.32,34.1
4283,-118.32,34.09
4284,-118.32,34.1
4285,-118.32,34.1
4286,-118.32,34.1
4287,-118.3,34.1
4288,-118.3,34.09
4289,-118.31,34.09
4290,-118.3,34.1
4291,-118.3,34.1
4292,-118.29,34.09
4293,-118.3,34.09
4294,-118.29,34.1
4295,-118.29,34.09
4296,-118.28,34.09
4297,-118.29,34.09
4298,-118.29,34.09
4299,-118.29,34.09
4300,-118.29,34.09
4301,-118.29,34.09
4302,-118.29,34.09
4303,-118.3,34.09
4304,-118.3,34.09
4305,-118.3,34.09
4306,-118.31,34.09
4307,-118.31,34.09
4308,-118.31,34.09
4309,-118.32,34.09
4310,-118.32,34.09
4311,-118.32,34.09
4312,-118.33,34.09
4313,-118.33,34.09
4314,-118.33,34.09
4315,-118.34,34.09
4316,-118.34,34.09
4317,-118.34,34.08
4318,-118.34,34.09
4319,-118.34,34.08
4320,-118.35,34.09
4321,-118.35,34.08
4322,-118.35,34.08
4323,-118.35,34.09
4324,-118.35,34.08
4325,-118.36,34.08
4326,-118.32,34.08
4327,-118.33,34.08
4328,-118.33,34.08
4329,-118.31,34.08
4330,-118.31,34.08
4331,-118.32,34.08
4332,-118.31,34.08
4333,-118.32,34.08
4334,-118.32,34.08
4335,-118.3,34.08
4336,-118.3,34.08
4337,-118.31,34.08
4338,-118.31,34.08
4339,-118.29,34.08
4340,-118.29,34.08
4341,-118.3,34.08
4342,-118.3,34.08
4343,-118.29,34.08
4344,-118.29,34.08
4345,-118.37,34.12
4346,-118.36,34.12
4347,-118.35,34.11
4348,-118.36,34.11
4349,-118.38,34.11
4350,-118.37,34.11
4351,-118.36,34.1
4352,-118.37,34.1
4353,-118.38,34.1
4354,-118.39,34.1
4355,-118.39,34.09
4356,-118.36,34.09
4357,-118.36,34.08
4358,-118.37,34.08
4359,-118.37,34.08
4360,-118.37,34.09
4361,-118.36,34.08
4362,-118.37,34.08
4363,-118.37,34.08
4364,-118.26,34.1
4365,-118.26,34.1
4366,-118.27,34.1
4367,-118.27,34.1
4368,-118.27,34.11
4369,-118.28,34.11
4370,-118.28,34.11
4371,-118.28,34.11
4372,-118.28,34.1
4373,-118.27,34.1
4374,-118.28,34.1
4375,-118.28,34.1
4376,-118.28,34.1
4377,-118.27,34.09
4378,-118.27,34.09
4379,-118.28,34.09
4380,-118.27,34.09
4381,-118.26,34.09
4382,-118.26,34.09
4383,-118.27,34.09
4384,-118.27,34.09
4385,-118.26,34.08
4386,-118.26,34.08
4387,-118.26,34.08
4388,-118.27,34.08
4389,-118.26,34.07
4390,-118.26,34.07
4391,-118.27,34.07
4392,-118.27,34.08
4393,-118.27,34.08
4394,-118.28,34.08
4395,-118.28,34.08
4396,-118.27,34.08
4397,-118.27,34.07
4398,-118.28,34.08
4399,-118.28,34.09
4400,-118.28,34.08
4401,-118.28,34.08
4402,-118.28,34.09
4403,-118.23,34.07
4404,-118.23,34.07
4405,-118.24,34.08
4406,-118.24,34.08
4407,-118.23,34.09
4408,-118.23,34.09
4409,-118.23,34.09
4410,-118.25,34.09
4411,-118.25,34.09
4412,-118.25,34.08
4413,-118.25,34.08
4414,-118.25,34.09
4415,-118.25,34.09
4416,-118.26,34.08
4417,-118.26,34.08
4418,-118.25,34.09
4419,-118.26,34.08
4420,-118.26,34.07
4421,-118.26,34.07
4422,-118.25,34.07
4423,-118.25,34.07
4424,-118.25,34.06
4425,-118.24,34.07
4426,-118.25,34.07
4427,-118.25,34.07
4428,-118.22,34.09
4429,-118.22,34.08
4430,-118.22,34.08
4431,-118.19,34.08
4432,-118.2,34.08
4433,-118.2,34.07
4434,-118.2,34.07
4435,-118.21,34.08
4436,-118.21,34.08
4437,-118.2,34.09
4438,-118.2,34.08
4439,-118.19,34.1
4440,-118.21,34.08
4441,-118.21,34.09
4442,-118.21,34.09
4443,-118.21,34.09
4444,-118.22,34.07
4445,-118.22,34.07
4446,-118.21,34.07
4447,-118.21,34.07
4448,-118.21,34.07
4449,-118.21,34.07
4450,-118.21,34.07
4451,-118.21,34.06
4452,-118.16,34.09
4453,-118.17,34.1
4454,-118.17,34.1
4455,-118.17,34.09
4456,-118.18,34.09
4457,-118.18,34.09
4458,-118.19,34.09
4459,-118.18,34.1
4460,-118.18,34.1
4461,-118.18,34.1
4462,-118.18,34.1
4463,-118.18,34.08
4464,-118.19,34.08
4465,-118.19,34.07
4466,-118.19,34.07
4467,-118.19,34.06
4468,-118.16,34.09
4469,-118.16,34.09
4470,-118.17,34.09
4471,-118.17,34.09
4472,-118.18,34.08
4473,-118.18,34.08
4474,-118.16,34.08
4475,-118.17,34.08
4476,-118.17,34.08
4477,-118.18,34.07
4478,-118.17,34.07
4479,-118.16,34.07
4480,-118.17,34.07
4481,-118.18,34.06
4482,-118.19,34.06
4483,-118.19,34.06
4484,-118.2,34.06
4485,-118.2,34.06
4486,-118.2,34.05
4487,-118.19,34.05
4488,-118.2,34.05
4489,-118.19,34.05
4490,-118.2,34.06
4491,-118.21,34.06
4492,-118.22,34.06
4493,-118.22,34.05
4494,-118.21,34.06
4495,-118.22,34.06
4496,-118.22,34.05
4497,-118.22,34.05
4498,-118.21,34.05
4499,-118.21,34.05
4500,-118.21,34.05
4501,-118.21,34.05
4502,-118.2,34.05
4503,-118.2,34.05
4504,-118.2,34.05
4505,-118.2,34.05
4506,-118.2,34.05
4507,-118.19,34.05
4508,-118.19,34.05
4509,-118.2,34.05
4510,-118.19,34.04
4511,-118.19,34.04
4512,-118.19,34.03
4513,-118.19,34.03
4514,-118.2,34.04
4515,-118.2,34.04
4516,-118.2,34.03
4517,-118.2,34.04
4518,-118.2,34.04
4519,-118.2,34.04
4520,-118.2,34.04
4521,-118.21,34.04
4522,-118.21,34.04
4523,-118.21,34.04
4524,-118.21,34.05
4525,-118.21,34.04
4526,-118.22,34.05
4527,-118.21,34.05
4528,-118.22,34.04
4529,-118.22,34.05
4530,-118.22,34.04
4531,-118.21,34.04
4532,-118.21,34.04
4533,-118.22,34.03
4534,-118.21,34.03
4535,-118.21,34.03
4536,-118.21,34.03
4537,-118.21,34.03
4538,-118.2,34.03
4539,-118.2,34.02
4540,-118.2,34.03
4541,-118.2,34.03
4542,-118.2,34.03
4543,-118.21,34.02
4544,-118.19,34.02
4545,-118.2,34.02
4546,-118.2,34.02
4547,-118.2,34.02
4548,-118.21,34.02
4549,-118.21,34.02
4550,-118.23,34.05
4551,-118.24,34.05
4552,-118.24,34.04
4553,-118.24,34.06
4554,-118.24,34.06
4555,-118.24,34.06
4556,-118.25,34.05
4557,-118.25,34.05
4558,-118.25,34.06
4559,-118.26,34.05
4560,-118.26,34.04
4561,-118.25,34.06
4562,-118.26,34.06
4563,-118.26,34.06
4564,-118.26,34.07
4565,-118.26,34.07
4566,-118.26,34.07
4567,-118.26,34.06
4568,-118.26,34.06
4569,-118.27,34.07
4570,-118.27,34.06
4571,-118.27,34.07
4572,-118.27,34.07
4573,-118.27,34.06
4574,-118.27,34.07
4575,-118.28,34.07
4576,-118.28,34.07
4577,-118.28,34.07
4578,-118.28,34.07
4579,-118.28,34.07
4580,-118.28,34.06
4581,-118.28,34.06
4582,-118.27,34.06
4583,-118.27,34.06
4584,-118.27,34.06
4585,-118.27,34.06
4586,-118.26,34.06
4587,-118.27,34.05
4588,-118.27,34.05
4589,-118.28,34.06
4590,-118.28,34.06
4591,-118.28,34.06
4592,-118.27,34.05
4593,-118.27,34.05
4594,-118.28,34.05
4595,-118.28,34.05
4596,-118.28,34.05
4597,-118.28,34.05
4598,-118.28,34.05
4599,-118.27,34.05
4600,-118.27,34.04
4601,-118.27,34.05
4602,-118.27,34.05
4603,-118.32,34.07
4604,-118.33,34.06
4605,-118.33,34.07
4606,-118.33,34.07
4607,-118.34,34.06
4608,-118.34,34.06
4609,-118.29,34.08
4610,-118.29,34.07
4611,-118.29,34.06
4612,-118.29,34.07
4613,-118.29,34.07
4614,-118.29,34.08
4615,-118.3,34.07
4616,-118.3,34.07
4617,-118.3,34.07
4618,-118.3,34.07
4619,-118.31,34.07
4620,-118.31,34.08
4621,-118.31,34.07
4622,-118.32,34.07
4623,-118.31,34.06
4624,-118.32,34.06
4625,-118.32,34.07
4626,-118.32,34.06
4627,-118.31,34.07
4628,-118.31,34.06
4629,-118.3,34.07
4630,-118.31,34.07
4631,-118.3,34.06
4632,-118.31,34.06
4633,-118.29,34.07
4634,-118.3,34.07
4635,-118.3,34.06
4636,-118.29,34.06
4637,-118.29,34.06
4638,-118.29,34.06
4639,-118.3,34.06
4640,-118.29,34.06
4641,-118.3,34.06
4642,-118.3,34.06
4643,-118.3,34.06
4644,-118.31,34.06
4645,-118.31,34.06
4646,-118.31,34.06
4647,-118.31,34.06
4648,-118.31,34.06
4649,-118.31,34.06
4650,-118.32,34.05
4651,-118.32,34.06
4652,-118.32,34.06
4653,-118.33,34.06
4654,-118.33,34.05
4655,-118.33,34.05
4656,-118.33,34.05
4657,-118.32,34.05
4658,-118.32,34.05
4659,-118.31,34.05
4660,-118.31,34.05
4661,-118.3,34.05
4662,-118.3,34.05
4663,-118.31,34.05
4664,-118.3,34.05
4665,-118.3,34.05
4666,-118.29,34.05
4667,-118.29,34.05
4668,-118.3,34.05
4669,-118.3,34.05
4670,-118.29,34.05
4671,-118.29,34.05
4672,-118.29,34.05
4673,-118.35,34.08
4674,-118.35,34.07
4675,-118.35,34.07
4676,-118.34,34.07
4677,-118.34,34.08
4678,-118.34,34.08
4679,-118.34,34.07
4680,-118.34,34.07
4681,-118.34,34.08
4682,-118.35,34.08
4683,-118.36,34.08
4684,-118.36,34.08
4685,-118.35,34.07
4686,-118.35,34.07
4687,-118.35,34.07
4688,-118.35,34.07
4689,-118.36,34.07
4690,-118.36,34.07
4691,-118.37,34.07
4692,-118.36,34.07
4693,-118.37,34.07
4694,-118.37,34.07
4695,-118.37,34.07
4696,-118.37,34.07
4697,-118.37,34.07
4698,-118.38,34.08
4699,-118.38,34.07
4700,-118.38,34.07
4701,-118.34,34.07
4702,-118.35,34.06
4703,-118.34,34.06
4704,-118.34,34.05
4705,-118.34,34.06
4706,-118.34,34.06
4707,-118.35,34.06
4708,-118.35,34.06
4709,-118.35,34.06
4710,-118.35,34.05
4711,-118.35,34.06
4712,-118.36,34.06
4713,-118.36,34.06
4714,-118.37,34.06
4715,-118.37,34.06
4716,-118.38,34.06
4717,-118.38,34.06
4718,-118.38,34.06
4719,-118.38,34.06
4720,-118.37,34.05
4721,-118.37,34.04
4722,-118.37,34.05
4723,-118.37,34.05
4724,-118.37,34.06
4725,-118.37,34.05
4726,-118.37,34.05
4727,-118.37,34.06
4728,-118.36,34.05
4729,-118.36,34.05
4730,-118.36,34.05
4731,-118.36,34.04
4732,-118.36,34.05
4733,-118.36,34.05
4734,-118.38,34.05
4735,-118.39,34.05
4736,-118.38,34.05
4737,-118.38,34.05
4738,-118.38,34.05
4739,-118.38,34.05
4740,-118.38,34.05
4741,-118.35,34.05
4742,-118.35,34.05
4743,-118.36,34.05
4744,-118.36,34.05
4745,-118.35,34.05
4746,-118.34,34.05
4747,-118.34,34.05
4748,-118.35,34.05
4749,-118.34,34.05
4750,-118.32,34.04
4751,-118.32,34.04
4752,-118.32,34.04
4753,-118.33,34.04
4754,-118.33,34.05
4755,-118.33,34.04
4756,-118.34,34.05
4757,-118.34,34.04
4758,-118.34,34.04
4759,-118.34,34.04
4760,-118.35,34.04
4761,-118.35,34.04
4762,-118.35,34.04
4763,-118.36,34.04
4764,-118.36,34.04
4765,-118.35,34.04
4766,-118.36,34.03
4767,-118.37,34.03
4768,-118.36,34.04
4769,-118.35,34.04
4770,-118.35,34.03
4771,-118.35,34.04
4772,-118.34,34.04
4773,-118.34,34.03
4774,-118.34,34.04
4775,-118.35,34.03
4776,-118.33,34.04
4777,-118.33,34.03
4778,-118.33,34.04
4779,-118.32,34.04
4780,-118.32,34.04
4781,-118.32,34.04
4782,-118.32,34.03
4783,-118.33,34.03
4784,-118.32,34.03
4785,-118.32,34.03
4786,-118.32,34.03
4787,-118.32,34.02
4788,-118.32,34.02
4789,-118.32,34.02
4790,-118.33,34.02
4791,-118.33,34.02
4792,-118.33,34.03
4793,-118.34,34.02
4794,-118.34,34.02
4795,-118.35,34.03
4796,-118.35,34.03
4797,-118.35,34.02
4798,-118.35,34.03
4799,-118.36,34.03
4800,-118.36,34.03
4801,-118.36,34.03
4802,-118.36,34.03
4803,-118.36,34.03
4804,-118.37,34.03
4805,-118.34,34.03
4806,-118.34,34.02
4807,-118.34,34.02
4808,-118.34,34.03
4809,-118.34,34.03
4810,-118.36,34.02
4811,-118.37,34.03
4812,-118.37,34.02
4813,-118.28,34.05
4814,-118.28,34.04
4815,-118.29,34.04
4816,-118.29,34.05
4817,-118.29,34.04
4818,-118.3,34.04
4819,-118.3,34.05
4820,-118.3,34.05
4821,-118.31,34.05
4822,-118.31,34.05
4823,-118.31,34.05
4824,-118.31,34.04
4825,-118.31,34.04
4826,-118.31,34.03
4827,-118.32,34.03
4828,-118.31,34.04
4829,-118.3,34.04
4830,-118.3,34.04
4831,-118.31,34.04
4832,-118.29,34.04
4833,-118.3,34.03
4834,-118.3,34.04
4835,-118.29,34.04
4836,-118.29,34.04
4837,-118.29,34.03
4838,-118.28,34.03
4839,-118.29,34.03
4840,-118.29,34.03
4841,-118.29,34.03
4842,-118.29,34.03
4843,-118.29,34.03
4844,-118.31,34.03
4845,-118.31,34.03
4846,-118.31,34.02
4847,-118.31,34.02
4848,-118.31,34.02
4849,-118.31,34.02
4850,-118.3,34.03
4851,-118.3,34.03
4852,-118.31,34.03
4853,-118.3,34.03
4854,-118.31,34.03
4855,-118.31,34.02
4856,-118.31,34.02
4857,-118.3,34.02
4858,-118.29,34.02
4859,-118.3,34.02
4860,-118.3,34.02
4861,-118.28,34.02
4862,-118.27,34.03
4863,-118.27,34.03
4864,-118.28,34.04
4865,-118.28,34.04
4866,-118.28,34.04
4867,-118.28,34.04
4868,-118.28,34.05
4869,-118.28,34.03
4870,-118.28,34.03
4871,-118.28,34.04
4872,-118.27,34.02
4873,-118.28,34.02
4874,-118.27,34.02
4875,-118.28,34.03
4876,-118.28,34.03
4877,-118.25,34.02
4878,-118.24,34.03
4879,-118.26,34.03
4880,-118.25,34.03
4881,-118.25,34.02
4882,-118.26,34.02
4883,-118.26,34.02
4884,-118.26,34.02
4885,-118.26,34.02
4886,-118.26,34.02
4887,-118.26,34.02
4888,-118.26,34.02
4889,-118.26,34.02
4890,-118.25,34.02
4891,-118.25,34.02
4892,-118.25,34.01
4893,-118.25,34.02
4894,-118.24,34.02
4895,-118.24,34.01
4896,-118.24,34.01
4897,-118.25,34.01
4898,-118.24,34.01
4899,-118.25,34.01
4900,-118.25,34.01
4901,-118.25,34.01
4902,-118.25,34.01
4903,-118.25,34.01
4904,-118.26,34.01
4905,-118.26,34.01
4906,-118.26,34.01
4907,-118.27,34.01
4908,-118.26,34.01
4909,-118.27,34.02
4910,-118.27,34.01
4911,-118.27,34.01
4912,-118.27,34.01
4913,-118.27,34.01
4914,-118.27,34.0
4915,-118.27,34.0
4916,-118.27,34.0
4917,-118.26,34.01
4918,-118.26,34.0
4919,-118.25,34.0
4920,-118.25,34.0
4921,-118.25,34.0
4922,-118.25,34.0
4923,-118.25,34.0
4924,-118.24,34.0
4925,-118.24,34.0
4926,-118.25,34.0
4927,-118.24,34.0
4928,-118.24,33.99
4929,-118.24,33.99
4930,-118.25,33.99
4931,-118.25,33.99
4932,-118.26,34.0
4933,-118.26,34.0
4934,-118.27,34.0
4935,-118.27,34.0
4936,-118.27,34.0
4937,-118.26,33.99
4938,-118.26,33.99
4939,-118.27,33.99
4940,-118.27,33.99
4941,-118.27,33.99
4942,-118.28,34.01
4943,-118.28,34.02
4944,-118.29,34.01
4945,-118.3,34.01
4946,-118.3,34.02
4947,-118.29,34.02
4948,-118.3,34.02
4949,-118.3,34.01
4950,-118.31,34.01
4951,-118.31,34.02
4952,-118.31,34.02
4953,-118.31,34.01
4954,-118.31,34.02
4955,-118.31,34.01
4956,-118.31,34.01
4957,-118.31,34.01
4958,-118.29,34.01
4959,-118.29,34.01
4960,-118.3,34.0
4961,-118.3,34.01
4962,-118.3,34.01
4963,-118.28,34.01
4964,-118.28,34.0
4965,-118.29,34.0
4966,-118.29,34.01
4967,-118.29,34.01
4968,-118.28,34.01
4969,-118.28,34.0
4970,-118.28,34.01
4971,-118.28,34.01
4972,-118.28,34.0
4973,-118.28,34.0
4974,-118.28,34.0
4975,-118.28,34.0
4976,-118.28,34.0
4977,-118.29,34.0
4978,-118.29,34.0
4979,-118.29,34.0
4980,-118.3,34.0
4981,-118.3,34.0
4982,-118.29,34.0
4983,-118.3,34.0
4984,-118.3,34.0
4985,-118.31,34.0
4986,-118.3,34.0
4987,-118.31,34.0
4988,-118.31,34.0
4989,-118.31,34.0
4990,-118.31,33.99
4991,-118.31,33.99
4992,-118.31,33.99
4993,-118.31,33.99
4994,-118.29,33.99
4995,-118.3,33.99
4996,-118.3,33.99
4997,-118.28,33.99
4998,-118.29,33.99
4999,-118.28,33.99
5000,-118.28,33.99
5001,-118.28,33.99
5002,-118.32,34.01
5003,-118.32,34.02
5004,-118.32,34.02
5005,-118.32,34.01
5006,-118.32,34.01
5007,-118.33,34.02
5008,-118.33,34.01
5009,-118.33,34.02
5010,-118.32,34.01
5011,-118.33,34.01
5012,-118.33,34.01
5013,-118.33,34.01
5014,-118.32,34.0
5015,-118.32,34.0
5016,-118.33,34.0
5017,-118.33,34.0
5018,-118.33,34.0
5019,-118.32,33.99
5020,-118.32,33.99
5021,-118.33,33.99
5022,-118.33,33.99
5023,-118.34,33.99
5024,-118.32,33.99
5025,-118.32,33.99
5026,-118.33,33.99
5027,-118.34,33.99
5028,-118.32,33.98
5029,-118.32,33.98
5030,-118.32,33.98
5031,-118.32,33.98
5032,-118.33,33.98
5033,-118.33,33.98
5034,-118.33,33.98
5035,-118.34,33.99
5036,-118.34,33.98
5037,-118.35,33.99
5038,-118.35,33.98
5039,-118.34,33.99
5040,-118.32,33.98
5041,-118.32,33.97
5042,-118.32,33.98
5043,-118.33,33.98
5044,-118.33,33.97
5045,-118.33,33.97
