,ride_id,taxi_id,driver_id,pickup_datetime,payment_type,tip,tolls,total_fare
9659,9660,2013000180,2013000180,1578073200,CARD,20.0,3.0,72.0
9660,9661,2013000006,2013000006,1578073220,CASH,20.0,0.0,70.0
9661,9662,2013000129,2013000129,1578073240,CARD,25.0,0.0,88.0
9662,9663,2013000155,2013000155,1578073260,CASH,14.0,0.0,49.0
9663,9664,2013000100,2013000100,1578073280,CARD,21.0,0.0,74.0
9664,9665,2013000125,2013000125,1578073300,CASH,17.0,0.0,59.0
9665,9666,2013000049,2013000049,1578073320,CARD,6.0,0.0,20.0
9666,9667,2013000074,2013000074,1578073340,CASH,18.0,0.0,62.0
9667,9668,2013000002,2013000002,1578073360,CARD,3.0,0.0,6.0
9668,9669,2013000028,2013000028,1578073380,CASH,19.0,0.0,65.0
9669,9670,2013000151,2013000151,1578073400,CARD,3.0,2.0,10.0
9670,9671,2013000177,2013000177,1578073420,CASH,12.0,0.0,40.0
9671,9672,2013000104,2013000104,1578073440,CARD,11.0,0.0,36.0
9672,9673,2013000130,2013000130,1578073460,CASH,2.0,0.0,41.0
9673,9674,2013000053,2013000053,1578073480,CARD,21.0,0.0,74.0
9674,9675,2013000079,2013000079,1578073500,CASH,16.0,0.0,56.0
9675,9676,2013000006,2013000006,1578073520,CARD,21.0,0.0,74.0
9676,9677,2013000032,2013000032,1578073540,CASH,15.0,0.0,52.0
9677,9678,2013000155,2013000155,1578073560,CARD,38.0,0.0,134.0
9678,9679,2013000181,2013000181,1578073580,CASH,19.0,0.0,67.0
9679,9680,2013000091,2013000091,1578073600,CARD,14.0,3.0,51.0
9680,9681,2013000117,2013000117,1578073620,CASH,9.0,0.0,30.0
9681,9682,2013000040,2013000040,1578073640,CARD,21.0,0.0,73.0
9682,9683,2013000066,2013000066,1578073660,CASH,19.0,0.0,66.0
9683,9684,2013000193,2013000193,1578073680,CARD,21.0,0.0,74.0
9684,9685,2013000019,2013000019,1578073700,CASH,18.0,0.0,64.0
9685,9686,2013000142,2013000142,1578073720,CARD,34.0,0.0,121.0
9686,9687,2013000168,2013000168,1578073740,CASH,16.0,0.0,55.0
9687,9688,2013000095,2013000095,1578073760,CARD,6.0,0.0,19.0
9688,9689,2013000121,2013000121,1578073780,CASH,17.0,0.0,58.0
9689,9690,2013000044,2013000044,1578073800,CARD,5.0,2.0,17.0
9690,9691,2013000070,2013000070,1578073820,CASH,22.0,0.0,77.0
9691,9692,2013000198,2013000198,1578073840,CARD,34.0,0.0,121.0
9692,9693,2013000023,2013000023,1578073860,CASH,25.0,0.0,87.0
9693,9694,2013000147,2013000147,1578073880,CARD,21.0,0.0,74.0
9694,9695,2013000172,2013000172,1578073900,CASH,18.0,0.0,62.0
9695,9696,2013000117,2013000117,1578073920,CARD,23.0,0.0,80.0
9696,9697,2013000143,2013000143,1578073940,CASH,30.0,0.0,105.0
9697,9698,2013000066,2013000066,1578073960,CARD,20.0,0.0,71.0
9698,9699,2013000092,2013000092,1578073980,CASH,11.0,0.0,35.0
9699,9700,2013000020,2013000020,1578074000,CARD,20.0,3.0,72.0
9700,9701,2013000045,2013000045,1578074020,CASH,14.0,0.0,49.0
9701,9702,2013000169,2013000169,1578074040,CARD,14.0,0.0,48.0
9702,9703,2013000194,2013000194,1578074060,CASH,21.0,0.0,74.0
9703,9704,2013000122,2013000122,1578074080,CARD,16.0,0.0,54.0
9704,9705,2013000147,2013000147,1578074100,CASH,21.0,0.0,74.0
9705,9706,2013000071,2013000071,1578074120,CARD,38.0,0.0,137.0
9706,9707,2013000096,2013000096,1578074140,CASH,0.0,0.0,95.0
9707,9708,2013000024,2013000024,1578074160,CARD,5.0,0.0,16.0
9708,9709,2013000050,2013000050,1578074180,CASH,14.0,0.0,47.0
9709,9710,2013000173,2013000173,1578074200,CARD,19.0,3.0,70.0
9710,9711,2013000199,2013000199,1578074220,CASH,16.0,0.0,54.0
9711,9712,2013000109,2013000109,1578074240,CARD,3.0,0.0,7.0
9712,9713,2013000134,2013000134,1578074260,CASH,20.0,0.0,69.0
9713,9714,2013000058,2013000058,1578074280,CARD,7.0,0.0,21.0
9714,9715,2013000083,2013000083,1578074300,CASH,40.0,0.0,144.0
9715,9716,2013000011,2013000011,1578074320,CARD,7.0,0.0,21.0
9716,9717,2013000036,2013000036,1578074340,CASH,32.0,0.0,115.0
9717,9718,2013000160,2013000160,1578074360,CARD,21.0,0.0,73.0
9718,9719,2013000185,2013000185,1578074380,CASH,14.0,0.0,47.0
9719,9720,2013000113,2013000113,1578074400,CARD,21.0,3.0,76.0
9720,9721,2013000139,2013000139,1578074420,CASH,12.0,0.0,40.0
9721,9722,2013000062,2013000062,1578074440,CARD,11.0,0.0,38.0
9722,9723,2013000088,2013000088,1578074460,CASH,20.0,0.0,70.0
9723,9724,2013000015,2013000015,1578074480,CARD,12.0,0.0,41.0
9724,9725,2013000041,2013000041,1578074500,CASH,21.0,0.0,73.0
9725,9726,2013000164,2013000164,1578074520,CARD,12.0,0.0,42.0
9726,9727,2013000190,2013000190,1578074540,CASH,5.0,0.0,14.0
9727,9728,2013000157,2013000157,1578074560,CARD,26.0,0.0,93.0
9728,9729,2013000183,2013000183,1578074580,CASH,20.0,0.0,69.0
9729,9730,2013000106,2013000106,1578074600,CARD,18.0,3.0,65.0
9730,9731,2013000132,2013000132,1578074620,CASH,26.0,0.0,91.0
9731,9732,2013000060,2013000060,1578074640,CARD,19.0,0.0,65.0
9732,9733,2013000085,2013000085,1578074660,CASH,26.0,0.0,92.0
9733,9734,2013000009,2013000009,1578074680,CARD,15.0,0.0,52.0
9734,9735,2013000034,2013000034,1578074700,CASH,5.0,0.0,14.0
9735,9736,2013000162,2013000162,1578074720,CARD,3.0,0.0,7.0
9736,9737,2013000187,2013000187,1578074740,CASH,33.0,0.0,118.0
9737,9738,2013000111,2013000111,1578074760,CARD,26.0,0.0,92.0
9738,9739,2013000136,2013000136,1578074780,CASH,19.0,0.0,65.0
9739,9740,2013000064,2013000064,1578074800,CARD,26.0,3.0,94.0
9740,9741,2013000090,2013000090,1578074820,CASH,18.0,0.0,62.0
9741,9742,2013000013,2013000013,1578074840,CARD,20.0,0.0,69.0
9742,9743,2013000038,2013000038,1578074860,CASH,27.0,0.0,94.0
9743,9744,2013000149,2013000149,1578074880,CARD,8.0,0.0,25.0
9744,9745,2013000174,2013000174,1578074900,CASH,7.0,0.0,21.0
9745,9746,2013000098,2013000098,1578074920,CARD,27.0,0.0,96.0
9746,9747,2013000123,2013000123,1578074940,CASH,22.0,0.0,77.0
9747,9748,2013000051,2013000051,1578074960,CARD,27.0,0.0,95.0
9748,9749,2013000076,2013000076,1578074980,CASH,21.0,0.0,74.0
9749,9750,2013000000,2013000000,1578075000,CARD,15.0,3.0,56.0
9750,9751,2013000025,2013000025,1578075020,CASH,24.0,0.0,85.0
9751,9752,2013000153,2013000153,1578075040,CARD,17.0,0.0,58.0
9752,9753,2013000179,2013000179,1578075060,CASH,25.0,0.0,88.0
9753,9754,2013000102,2013000102,1578075080,CARD,22.0,0.0,77.0
9754,9755,2013000127,2013000127,1578075100,CASH,17.0,0.0,58.0
9755,9756,2013000055,2013000055,1578075120,CARD,6.0,0.0,18.0
9756,9757,2013000081,2013000081,1578075140,CASH,20.0,0.0,71.0
9757,9758,2013000004,2013000004,1578075160,CARD,27.0,0.0,95.0
9758,9759,2013000030,2013000030,1578075180,CASH,21.0,0.0,72.0
9759,9760,2013000175,2013000175,1578075200,CARD,32.0,3.0,117.0
9760,9761,2013000001,2013000001,1578075220,CASH,13.0,0.0,44.0
9761,9762,2013000124,2013000124,1578075240,CARD,24.0,0.0,84.0
9762,9763,2013000149,2013000149,1578075260,CASH,14.0,0.0,48.0
9763,9764,2013000077,2013000077,1578075280,CARD,23.0,0.0,81.0
9764,9765,2013000103,2013000103,1578075300,CASH,12.0,0.0,42.0
9765,9766,2013000026,2013000026,1578075320,CARD,23.0,0.0,81.0
9766,9767,2013000052,2013000052,1578075340,CASH,27.0,0.0,97.0
9767,9768,2013000179,2013000179,1578075360,CARD,24.0,0.0,84.0
9768,9769,2013000005,2013000005,1578075380,CASH,27.0,0.0,96.0
9769,9770,2013000128,2013000128,1578075400,CARD,2.0,2.0,7.0
9770,9771,2013000154,2013000154,1578075420,CASH,15.0,0.0,51.0
9771,9772,2013000082,2013000082,1578075440,CARD,10.0,0.0,34.0
9772,9773,2013000107,2013000107,1578075460,CASH,16.0,0.0,55.0
9773,9774,2013000031,2013000031,1578075480,CARD,22.0,0.0,78.0
9774,9775,2013000056,2013000056,1578075500,CASH,11.0,0.0,36.0
9775,9776,2013000166,2013000166,1578075520,CARD,21.0,0.0,73.0
9776,9777,2013000192,2013000192,1578075540,CASH,27.0,0.0,95.0
9777,9778,2013000115,2013000115,1578075560,CARD,43.0,0.0,154.0
9778,9779,2013000141,2013000141,1578075580,CASH,7.0,0.0,23.0
9779,9780,2013000068,2013000068,1578075600,CARD,14.0,3.0,50.0
9780,9781,2013000094,2013000094,1578075620,CASH,10.0,0.0,33.0
9781,9782,2013000017,2013000017,1578075640,CARD,25.0,0.0,88.0
9782,9783,2013000043,2013000043,1578075660,CASH,17.0,0.0,58.0
9783,9784,2013000171,2013000171,1578075680,CARD,24.0,0.0,86.0
9784,9785,2013000196,2013000196,1578075700,CASH,16.0,0.0,54.0
9785,9786,2013000120,2013000120,1578075720,CARD,22.0,0.0,76.0
9786,9787,2013000145,2013000145,1578075740,CASH,27.0,0.0,96.0
9787,9788,2013000073,2013000073,1578075760,CARD,22.0,0.0,78.0
9788,9789,2013000098,2013000098,1578075780,CASH,27.0,0.0,96.0
9789,9790,2013000022,2013000022,1578075800,CARD,6.0,2.0,20.0
9790,9791,2013000047,2013000047,1578075820,CASH,20.0,0.0,70.0
9791,9792,2013000193,2013000193,1578075840,CARD,27.0,0.0,94.0
9792,9793,2013000018,2013000018,1578075860,CASH,26.0,0.0,93.0
9793,9794,2013000142,2013000142,1578075880,CARD,4.0,0.0,11.0
9794,9795,2013000167,2013000167,1578075900,CASH,19.0,0.0,67.0
9795,9796,2013000095,2013000095,1578075920,CARD,24.0,0.0,83.0
9796,9797,2013000120,2013000120,1578075940,CASH,20.0,0.0,70.0
9797,9798,2013000044,2013000044,1578075960,CARD,19.0,0.0,66.0
9798,9799,2013000069,2013000069,1578075980,CASH,28.0,0.0,98.0
9799,9800,2013000197,2013000197,1578076000,CARD,18.0,3.0,65.0
9800,9801,2013000023,2013000023,1578076020,CASH,15.0,0.0,52.0
9801,9802,2013000146,2013000146,1578076040,CARD,27.0,0.0,95.0
9802,9803,2013000171,2013000171,1578076060,CASH,26.0,0.0,91.0
9803,9804,2013000099,2013000099,1578076080,CARD,27.0,0.0,96.0
9804,9805,2013000125,2013000125,1578076100,CASH,25.0,0.0,89.0
9805,9806,2013000048,2013000048,1578076120,CARD,38.0,0.0,137.0
9806,9807,2013000074,2013000074,1578076140,CASH,21.0,0.0,74.0
9807,9808,2013000184,2013000184,1578076160,CARD,21.0,0.0,75.0
9808,9809,2013000009,2013000009,1578076180,CASH,8.0,0.0,25.0
9809,9810,2013000133,2013000133,1578076200,CARD,25.0,3.0,90.0
9810,9811,2013000158,2013000158,1578076220,CASH,27.0,0.0,96.0
9811,9812,2013000086,2013000086,1578076240,CARD,25.0,0.0,89.0
9812,9813,2013000112,2013000112,1578076260,CASH,27.0,0.0,96.0
9813,9814,2013000035,2013000035,1578076280,CARD,10.0,0.0,34.0
9814,9815,2013000060,2013000060,1578076300,CASH,17.0,0.0,59.0
9815,9816,2013000188,2013000188,1578076320,CARD,12.0,0.0,40.0
9816,9817,2013000014,2013000014,1578076340,CASH,18.0,0.0,63.0
9817,9818,2013000137,2013000137,1578076360,CARD,21.0,0.0,72.0
9818,9819,2013000163,2013000163,1578076380,CASH,26.0,0.0,91.0
9819,9820,2013000090,2013000090,1578076400,CARD,20.0,3.0,72.0
9820,9821,2013000116,2013000116,1578076420,CASH,25.0,0.0,87.0
9821,9822,2013000039,2013000039,1578076440,CARD,26.0,0.0,92.0
9822,9823,2013000065,2013000065,1578076460,CASH,27.0,0.0,95.0
9823,9824,2013000010,2013000010,1578076480,CARD,13.0,0.0,43.0
9824,9825,2013000036,2013000036,1578076500,CASH,30.0,0.0,107.0
9825,9826,2013000159,2013000159,1578076520,CARD,28.0,0.0,99.0
9826,9827,2013000185,2013000185,1578076540,CASH,23.0,0.0,81.0
9827,9828,2013000112,2013000112,1578076560,CARD,28.0,0.0,98.0
9828,9829,2013000138,2013000138,1578076580,CASH,22.0,0.0,78.0
9829,9830,2013000061,2013000061,1578076600,CARD,15.0,3.0,55.0
9830,9831,2013000087,2013000087,1578076620,CASH,24.0,0.0,86.0
9831,9832,2013000015,2013000015,1578076640,CARD,17.0,0.0,57.0
9832,9833,2013000040,2013000040,1578076660,CASH,25.0,0.0,89.0
9833,9834,2013000164,2013000164,1578076680,CARD,31.0,0.0,111.0
9834,9835,2013000189,2013000189,1578076700,CASH,4.0,0.0,10.0
9835,9836,2013000117,2013000117,1578076720,CARD,35.0,0.0,125.0
9836,9837,2013000142,2013000142,1578076740,CASH,17.0,0.0,58.0
9837,9838,2013000066,2013000066,1578076760,CARD,28.0,0.0,98.0
9838,9839,2013000091,2013000091,1578076780,CASH,22.0,0.0,76.0
9839,9840,2013000001,2013000001,1578076800,CARD,15.0,3.0,53.0
9840,9841,2013000027,2013000027,1578076820,CASH,22.0,0.0,77.0
9841,9842,2013000150,2013000150,1578076840,CARD,17.0,0.0,58.0
9842,9843,2013000176,2013000176,1578076860,CASH,21.0,0.0,74.0
9843,9844,2013000104,2013000104,1578076880,CARD,16.0,0.0,54.0
9844,9845,2013000129,2013000129,1578076900,CASH,30.0,0.0,107.0
9845,9846,2013000053,2013000053,1578076920,CARD,28.0,0.0,98.0
9846,9847,2013000078,2013000078,1578076940,CASH,25.0,0.0,87.0
9847,9848,2013000006,2013000006,1578076960,CARD,28.0,0.0,98.0
9848,9849,2013000031,2013000031,1578076980,CASH,24.0,0.0,84.0
9849,9850,2013000155,2013000155,1578077000,CARD,12.0,3.0,43.0
9850,9851,2013000180,2013000180,1578077020,CASH,23.0,0.0,80.0
9851,9852,2013000108,2013000108,1578077040,CARD,14.0,0.0,47.0
9852,9853,2013000134,2013000134,1578077060,CASH,24.0,0.0,84.0
9853,9854,2013000057,2013000057,1578077080,CARD,14.0,0.0,49.0
9854,9855,2013000082,2013000082,1578077100,CASH,1.0,0.0,80.0
9855,9856,2013000087,2013000087,1578077120,CARD,5.0,0.0,14.0
9856,9857,2013000113,2013000113,1578077140,CASH,18.0,0.0,62.0
9857,9858,2013000036,2013000036,1578077160,CARD,26.0,0.0,92.0
9858,9859,2013000061,2013000061,1578077180,CASH,21.0,0.0,73.0
9859,9860,2013000189,2013000189,1578077200,CARD,26.0,3.0,95.0
9860,9861,2013000015,2013000015,1578077220,CASH,20.0,0.0,70.0
9861,9862,2013000138,2013000138,1578077240,CARD,16.0,0.0,54.0
9862,9863,2013000164,2013000164,1578077260,CASH,24.0,0.0,85.0
9863,9864,2013000091,2013000091,1578077280,CARD,17.0,0.0,58.0
9864,9865,2013000117,2013000117,1578077300,CASH,25.0,0.0,87.0
9865,9866,2013000040,2013000040,1578077320,CARD,17.0,0.0,58.0
9866,9867,2013000066,2013000066,1578077340,CASH,10.0,0.0,32.0
9867,9868,2013000194,2013000194,1578077360,CARD,2.0,0.0,5.0
9868,9869,2013000019,2013000019,1578077380,CASH,22.0,0.0,77.0
9869,9870,2013000143,2013000143,1578077400,CARD,26.0,3.0,94.0
9870,9871,2013000168,2013000168,1578077420,CASH,19.0,0.0,67.0
9871,9872,2013000078,2013000078,1578077440,CARD,7.0,0.0,22.0
9872,9873,2013000104,2013000104,1578077460,CASH,22.0,0.0,77.0
9873,9874,2013000027,2013000027,1578077480,CARD,14.0,0.0,47.0
9874,9875,2013000053,2013000053,1578077500,CASH,15.0,0.0,51.0
9875,9876,2013000180,2013000180,1578077520,CARD,11.0,0.0,37.0
9876,9877,2013000006,2013000006,1578077540,CASH,3.0,0.0,7.0
9877,9878,2013000129,2013000129,1578077560,CARD,26.0,0.0,92.0
9878,9879,2013000155,2013000155,1578077580,CASH,23.0,0.0,79.0
9879,9880,2013000083,2013000083,1578077600,CARD,26.0,3.0,96.0
9880,9881,2013000108,2013000108,1578077620,CASH,22.0,0.0,77.0
9881,9882,2013000032,2013000032,1578077640,CARD,12.0,0.0,40.0
9882,9883,2013000057,2013000057,1578077660,CASH,23.0,0.0,80.0
9883,9884,2013000185,2013000185,1578077680,CARD,14.0,0.0,48.0
9884,9885,2013000010,2013000010,1578077700,CASH,23.0,0.0,82.0
9885,9886,2013000134,2013000134,1578077720,CARD,7.0,0.0,22.0
9886,9887,2013000159,2013000159,1578077740,CASH,43.0,0.0,154.0
9887,9888,2013000105,2013000105,1578077760,CARD,21.0,0.0,73.0
9888,9889,2013000130,2013000130,1578077780,CASH,26.0,0.0,93.0
9889,9890,2013000054,2013000054,1578077800,CARD,13.0,3.0,47.0
9890,9891,2013000079,2013000079,1578077820,CASH,18.0,0.0,62.0
9891,9892,2013000007,2013000007,1578077840,CARD,5.0,0.0,15.0
9892,9893,2013000032,2013000032,1578077860,CASH,31.0,0.0,109.0
9893,9894,2013000156,2013000156,1578077880,CARD,24.0,0.0,84.0
9894,9895,2013000181,2013000181,1578077900,CASH,15.0,0.0,52.0
9895,9896,2013000109,2013000109,1578077920,CARD,23.0,0.0,82.0
9896,9897,2013000135,2013000135,1578077940,CASH,14.0,0.0,47.0
9897,9898,2013000058,2013000058,1578077960,CARD,22.0,0.0,76.0
9898,9899,2013000083,2013000083,1578077980,CASH,27.0,0.0,94.0
9899,9900,2013000011,2013000011,1578078000,CARD,22.0,3.0,81.0
9900,9901,2013000037,2013000037,1578078020,CASH,27.0,0.0,94.0
9901,9902,2013000160,2013000160,1578078040,CARD,3.0,0.0,7.0
9902,9903,2013000186,2013000186,1578078060,CASH,11.0,0.0,37.0
9903,9904,2013000096,2013000096,1578078080,CARD,26.0,0.0,90.0
9904,9905,2013000121,2013000121,1578078100,CASH,18.0,0.0,64.0
9905,9906,2013000045,2013000045,1578078120,CARD,18.0,0.0,62.0
9906,9907,2013000070,2013000070,1578078140,CASH,25.0,0.0,89.0
9907,9908,2013000198,2013000198,1578078160,CARD,19.0,0.0,66.0
9908,9909,2013000024,2013000024,1578078180,CASH,26.0,0.0,91.0
9909,9910,2013000147,2013000147,1578078200,CARD,34.0,4.0,126.0
9910,9911,2013000172,2013000172,1578078220,CASH,12.0,0.0,41.0
9911,9912,2013000100,2013000100,1578078240,CARD,1.0,0.0,26.0
9912,9913,2013000126,2013000126,1578078260,CASH,13.0,0.0,44.0
9913,9914,2013000049,2013000049,1578078280,CARD,25.0,0.0,88.0
9914,9915,2013000075,2013000075,1578078300,CASH,17.0,0.0,60.0
9915,9916,2013000002,2013000002,1578078320,CARD,25.0,0.0,87.0
9916,9917,2013000028,2013000028,1578078340,CASH,16.0,0.0,56.0
9917,9918,2013000151,2013000151,1578078360,CARD,20.0,0.0,69.0
9918,9919,2013000177,2013000177,1578078380,CASH,26.0,0.0,92.0
9919,9920,2013000122,2013000122,1578078400,CARD,20.0,3.0,74.0
9920,9921,2013000148,2013000148,1578078420,CASH,18.0,0.0,61.0
9921,9922,2013000071,2013000071,1578078440,CARD,25.0,0.0,87.0
9922,9923,2013000097,2013000097,1578078460,CASH,26.0,0.0,93.0
9923,9924,2013000024,2013000024,1578078480,CARD,25.0,0.0,88.0
9924,9925,2013000050,2013000050,1578078500,CASH,26.0,0.0,92.0
9925,9926,2013000173,2013000173,1578078520,CARD,1.0,0.0,28.0
9926,9927,2013000199,2013000199,1578078540,CASH,17.0,0.0,59.0
9927,9928,2013000127,2013000127,1578078560,CARD,15.0,0.0,51.0
9928,9929,2013000152,2013000152,1578078580,CASH,18.0,0.0,63.0
9929,9930,2013000076,2013000076,1578078600,CARD,20.0,3.0,71.0
9930,9931,2013000101,2013000101,1578078620,CASH,30.0,0.0,105.0
9931,9932,2013000029,2013000029,1578078640,CARD,19.0,0.0,65.0
9932,9933,2013000054,2013000054,1578078660,CASH,35.0,0.0,126.0
9933,9934,2013000178,2013000178,1578078680,CARD,26.0,0.0,91.0
9934,9935,2013000003,2013000003,1578078700,CASH,26.0,0.0,91.0
9935,9936,2013000113,2013000113,1578078720,CARD,8.0,0.0,26.0
9936,9937,2013000139,2013000139,1578078740,CASH,13.0,0.0,44.0
9937,9938,2013000062,2013000062,1578078760,CARD,23.0,0.0,80.0
9938,9939,2013000088,2013000088,1578078780,CASH,12.0,0.0,40.0
9939,9940,2013000016,2013000016,1578078800,CARD,22.0,3.0,80.0
9940,9941,2013000041,2013000041,1578078820,CASH,14.0,0.0,49.0
9941,9942,2013000165,2013000165,1578078840,CARD,23.0,0.0,81.0
9942,9943,2013000190,2013000190,1578078860,CASH,27.0,0.0,95.0
9943,9944,2013000118,2013000118,1578078880,CARD,24.0,0.0,84.0
9944,9945,2013000143,2013000143,1578078900,CASH,27.0,0.0,94.0
9945,9946,2013000067,2013000067,1578078920,CARD,25.0,0.0,88.0
9946,9947,2013000092,2013000092,1578078940,CASH,15.0,0.0,51.0
9947,9948,2013000020,2013000020,1578078960,CARD,32.0,0.0,113.0
9948,9949,2013000046,2013000046,1578078980,CASH,16.0,0.0,55.0
9949,9950,2013000169,2013000169,1578079000,CARD,21.0,3.0,77.0
9950,9951,2013000194,2013000194,1578079020,CASH,14.0,0.0,48.0
9951,9952,2013000140,2013000140,1578079040,CARD,13.0,0.0,45.0
9952,9953,2013000165,2013000165,1578079060,CASH,22.0,0.0,77.0
9953,9954,2013000089,2013000089,1578079080,CARD,15.0,0.0,52.0
9954,9955,2013000114,2013000114,1578079100,CASH,22.0,0.0,76.0
9955,9956,2013000042,2013000042,1578079120,CARD,14.0,0.0,48.0
9956,9957,2013000068,2013000068,1578079140,CASH,8.0,0.0,27.0
9957,9958,2013000191,2013000191,1578079160,CARD,27.0,0.0,95.0
9958,9959,2013000016,2013000016,1578079180,CASH,24.0,0.0,83.0
9959,9960,2013000144,2013000144,1578079200,CARD,27.0,3.0,99.0
9960,9961,2013000170,2013000170,1578079220,CASH,23.0,0.0,80.0
9961,9962,2013000093,2013000093,1578079240,CARD,12.0,0.0,40.0
9962,9963,2013000119,2013000119,1578079260,CASH,23.0,0.0,80.0
9963,9964,2013000046,2013000046,1578079280,CARD,14.0,0.0,48.0
9964,9965,2013000072,2013000072,1578079300,CASH,24.0,0.0,83.0
9965,9966,2013000195,2013000195,1578079320,CARD,12.0,0.0,41.0
9966,9967,2013000021,2013000021,1578079340,CASH,11.0,0.0,36.0
9967,9968,2013000131,2013000131,1578079360,CARD,26.0,0.0,92.0
9968,9969,2013000157,2013000157,1578079380,CASH,25.0,0.0,89.0
9969,9970,2013000080,2013000080,1578079400,CARD,16.0,3.0,59.0
9970,9971,2013000105,2013000105,1578079420,CASH,19.0,0.0,67.0
9971,9972,2013000033,2013000033,1578079440,CARD,5.0,0.0,15.0
9972,9973,2013000059,2013000059,1578079460,CASH,20.0,0.0,70.0
9973,9974,2013000182,2013000182,1578079480,CARD,18.0,0.0,61.0
9974,9975,2013000008,2013000008,1578079500,CASH,26.0,0.0,93.0
9975,9976,2013000135,2013000135,1578079520,CARD,17.0,0.0,58.0
9976,9977,2013000161,2013000161,1578079540,CASH,11.0,0.0,38.0
9977,9978,2013000084,2013000084,1578079560,CARD,27.0,0.0,94.0
9978,9979,2013000110,2013000110,1578079580,CASH,25.0,0.0,88.0
9979,9980,2013000038,2013000038,1578079600,CARD,27.0,3.0,98.0
9980,9981,2013000063,2013000063,1578079620,CASH,24.0,0.0,85.0
9981,9982,2013000187,2013000187,1578079640,CARD,15.0,0.0,52.0
9982,9983,2013000012,2013000012,1578079660,CASH,21.0,0.0,74.0
9983,9984,2013000017,2013000017,1578079680,CARD,9.0,0.0,30.0
9984,9985,2013000042,2013000042,1578079700,CASH,22.0,0.0,76.0
9985,9986,2013000166,2013000166,1578079720,CARD,29.0,0.0,104.0
9986,9987,2013000191,2013000191,1578079740,CASH,22.0,0.0,77.0
9987,9988,2013000119,2013000119,1578079760,CARD,32.0,0.0,114.0
9988,9989,2013000144,2013000144,1578079780,CASH,0.0,0.0,15.0
9989,9990,2013000068,2013000068,1578079800,CARD,26.0,3.0,93.0
9990,9991,2013000093,2013000093,1578079820,CASH,21.0,0.0,74.0
9991,9992,2013000021,2013000021,1578079840,CARD,26.0,0.0,90.0
9992,9993,2013000047,2013000047,1578079860,CASH,21.0,0.0,72.0
9993,9994,2013000170,2013000170,1578079880,CARD,12.0,0.0,40.0
9994,9995,2013000195,2013000195,1578079900,CASH,22.0,0.0,78.0
9995,9996,2013000123,2013000123,1578079920,CARD,14.0,0.0,48.0
9996,9997,2013000149,2013000149,1578079940,CASH,23.0,0.0,81.0
9997,9998,2013000072,2013000072,1578079960,CARD,6.0,0.0,18.0
9998,9999,2013000098,2013000098,1578079980,CASH,12.0,0.0,41.0
9999,10000,2013000008,2013000008,1578080000,CARD,25.0,3.0,91.0
10000,10001,2013000033,2013000033,1578080020,CASH,23.0,0.0,81.0
10001,10002,2013000157,2013000157,1578080040,CARD,12.0,0.0,40.0
10002,10003,2013000182,2013000182,1578080060,CASH,19.0,0.0,67.0
10003,10004,2013000110,2013000110,1578080080,CARD,13.0,0.0,45.0
10004,10005,2013000136,2013000136,1578080100,CASH,20.0,0.0,70.0
10005,10006,2013000059,2013000059,1578080120,CARD,15.0,0.0,50.0
10006,10007,2013000084,2013000084,1578080140,CASH,1.0,0.0,105.0
10007,10008,2013000012,2013000012,1578080160,CARD,13.0,0.0,44.0
10008,10009,2013000038,2013000038,1578080180,CASH,10.0,0.0,33.0
10009,10010,2013000161,2013000161,1578080200,CARD,25.0,3.0,92.0
10010,10011,2013000187,2013000187,1578080220,CASH,23.0,0.0,80.0
10011,10012,2013000114,2013000114,1578080240,CARD,25.0,0.0,89.0
10012,10013,2013000140,2013000140,1578080260,CASH,22.0,0.0,77.0
10013,10014,2013000063,2013000063,1578080280,CARD,0.0,0.0,30.0
10014,10015,2013000089,2013000089,1578080300,CASH,21.0,0.0,73.0
10015,10016,2013000034,2013000034,1578080320,CARD,25.0,0.0,87.0
10016,10017,2013000060,2013000060,1578080340,CASH,17.0,0.0,59.0
10017,10018,2013000183,2013000183,1578080360,CARD,18.0,0.0,62.0
10018,10019,2013000009,2013000009,1578080380,CASH,25.0,0.0,87.0
10019,10020,2013000136,2013000136,1578080400,CARD,19.0,3.0,68.0
10020,10021,2013000162,2013000162,1578080420,CASH,25.0,0.0,89.0
10021,10022,2013000085,2013000085,1578080440,CARD,34.0,0.0,120.0
10022,10023,2013000111,2013000111,1578080460,CASH,3.0,0.0,8.0
10023,10024,2013000039,2013000039,1578080480,CARD,22.0,0.0,78.0
10024,10025,2013000064,2013000064,1578080500,CASH,24.0,0.0,84.0
10025,10026,2013000188,2013000188,1578080520,CARD,24.0,0.0,85.0
10026,10027,2013000013,2013000013,1578080540,CASH,16.0,0.0,55.0
10027,10028,2013000141,2013000141,1578080560,CARD,24.0,0.0,83.0
10028,10029,2013000166,2013000166,1578080580,CASH,15.0,0.0,51.0
10029,10030,2013000090,2013000090,1578080600,CARD,20.0,3.0,72.0
10030,10031,2013000115,2013000115,1578080620,CASH,26.0,0.0,90.0
10031,10032,2013000025,2013000025,1578080640,CARD,16.0,0.0,56.0
10032,10033,2013000051,2013000051,1578080660,CASH,16.0,0.0,56.0
10033,10034,2013000174,2013000174,1578080680,CARD,25.0,0.0,89.0
10034,10035,2013000000,2013000000,1578080700,CASH,20.0,0.0,69.0
10035,10036,2013000128,2013000128,1578080720,CARD,25.0,0.0,89.0
