city_name,date,pm2_5,pm_2_5_previous_1_day,pm_2_5_previous_2_day,pm_2_5_previous_3_day,pm_2_5_previous_4_day,pm_2_5_previous_5_day,pm_2_5_previous_6_day,pm_2_5_previous_7_day,mean_7_days,mean_14_days,mean_28_days,std_7_days,exp_mean_7_days,exp_std_7_days,std_14_days,exp_mean_14_days,exp_std_14_days,std_28_days,exp_mean_28_days,exp_std_28_days,year,day_of_month,month,day_of_week,is_weekend,sin_day_of_year,cos_day_of_year,sin_day_of_week,cos_day_of_week
Salt Lake City,2023-03-26,15.6,8.2,15.2,11.4,11.2,12.5,14.4,16.9,12.828571428571427,15.757142857142856,15.282142857142858,2.912452738222718,12.827585326915887,4.7047782665269295,5.96885690457166,14.285253515461486,5.417482543029984,5.812505902596992,14.994615663504264,5.88953432301966,2023,26,3,6,1,0.994217906893952,0.10738134666416307,-0.7818314824680299,0.6234898018587334
Phoenix-Mesa,2023-03-26,16.7,14.6,13.7,16.6,5.7,7.6,21.2,12.9,13.185714285714285,13.135714285714284,16.060714285714287,5.2514850507352016,13.534411128850397,4.481824086680966,4.21747411516513,14.143207404184103,5.254840912774469,6.539698672733992,14.883546001797926,5.856703384697226,2023,26,3,6,1,0.994217906893952,0.10738134666416307,-0.7818314824680299,0.6234898018587334
Dallas,2023-03-26,17.4,11.0,6.8,6.0,7.0,6.1,8.5,6.2,7.371428571428571,8.428571428571429,10.942857142857141,1.8154102251872022,8.251375148978527,2.4216502223022953,1.9924583081936942,8.858446456760147,2.960750365861126,3.8068581943867192,9.774555955372726,3.4293261246760447,2023,26,3,6,1,0.994217906893952,0.10738134666416307,-0.7818314824680299,0.6234898018587334
Athina,2023-03-26,18.0,29.0,19.0,13.0,28.0,37.0,24.0,13.0,23.285714285714285,18.428571428571427,18.392857142857142,8.882835240212538,22.33314615067433,8.628139135591411,8.741715073003839,20.451354819132742,8.687533419254343,7.345138405847655,19.756797389053286,8.593498761824804,2023,26,3,6,1,0.994217906893952,0.10738134666416307,-0.7818314824680299,0.6234898018587334
Houston,2023-03-26,18.0,11.9,9.0,8.6,11.9,9.6,9.9,8.9,9.971428571428572,10.064285714285713,10.939285714285715,1.3877010793806683,10.213240670468005,1.830007004020428,1.8764152168254404,10.3364734558689,2.1238613912678366,2.546652019404401,10.621684791768654,2.3918870411518385,2023,26,3,6,1,0.994217906893952,0.10738134666416307,-0.7818314824680299,0.6234898018587334
Chicago,2023-03-26,23.0,9.2,7.7,21.8,15.5,12.3,8.5,7.0,11.714285714285714,11.107142857142858,13.171428571428569,5.3446011923025605,11.540915832916074,5.511133386833819,5.3482512290272215,11.599408082328326,5.479005368959204,5.976240434876239,11.967187184674922,5.608614927123802,2023,26,3,6,1,0.994217906893952,0.10738134666416307,-0.7818314824680299,0.6234898018587334
Wien,2023-03-26,32.0,56.0,17.0,15.0,10.0,8.0,16.0,16.0,19.714285714285715,13.5,14.035714285714286,16.35761072319025,23.736291765217583,20.464513691724612,12.924336019249173,17.750180373887083,16.39500342316687,11.318559464869562,14.956483903605921,13.48855188224776,2023,26,3,6,1,0.994217906893952,0.10738134666416307,-0.7818314824680299,0.6234898018587334
Tallinn,2023-03-27,1.0,3.0,2.0,3.0,3.0,2.0,2.0,13.0,4.0,3.9285714285714284,3.142857142857143,4.000000000000001,3.32934894324933,2.593708574062082,3.2690691621336474,3.6162364484726943,2.916956932091099,2.5197631533948486,3.6626524558561546,2.9688324210795436,2023,27,3,0,0,0.995918996147179,0.09025161003104115,0.0,1.0
Amsterdam,2023-03-27,3.0,6.0,8.0,7.0,8.0,6.0,8.0,9.0,7.428571428571429,8.5,7.75,1.1338934190276766,7.629809432155869,2.4359988330148137,3.436232283721849,8.017762943090935,3.2561898887235605,4.033425159652588,8.192549315385524,4.165526774332699,2023,27,3,0,0,0.995918996147179,0.09025161003104115,0.0,1.0
Marseille,2023-03-27,3.0,5.0,5.0,8.0,8.0,8.0,11.0,6.0,7.285714285714286,6.714285714285714,13.821428571428571,2.138089935299353,6.745034919854406,2.6970690052637845,2.334641182398209,8.14910292003544,5.79656474038853,11.005229637089787,10.452392221345317,8.421010566346705,2023,27,3,0,0,0.995918996147179,0.09025161003104115,0.0,1.0
Berlin,2023-03-27,4.0,5.0,4.0,6.0,6.0,11.0,20.0,14.0,9.428571428571429,9.285714285714286,10.035714285714286,5.8837953413632285,7.669656606099596,5.021794813912009,5.209880722517279,8.968079220879673,5.196467232351961,4.670491629742211,9.601337266575294,5.095094508595119,2023,27,3,0,0,0.995918996147179,0.09025161003104115,0.0,1.0
München,2023-03-27,4.0,4.0,4.0,6.0,8.0,8.0,9.0,7.0,6.571428571428571,7.142857142857143,10.857142857142858,1.9880595947760098,6.184378688369512,2.821992753443426,3.134354131902753,7.414009580935433,4.514930669932797,8.479667558622916,8.819723656227938,6.297420595779933,2023,27,3,0,0,0.995918996147179,0.09025161003104115,0.0,1.0
Stockholm,2023-03-27,4.0,3.0,3.0,6.0,8.0,4.0,6.0,5.0,5.0,6.285714285714286,5.392857142857143,1.8257418583505487,5.106748482923205,3.2061220621383804,4.410277706737917,5.671082317743482,3.619852170258165,3.3812038806525235,5.631226234882757,3.5760903542712645,2023,27,3,0,0,0.995918996147179,0.09025161003104115,0.0,1.0
Atlanta,2023-03-27,4.2,7.4,5.8,8.0,17.5,11.9,12.0,7.3,9.985714285714284,10.264285714285714,10.592857142857142,4.073257734471092,9.282210302174844,4.130995438550353,4.3505273142560466,10.02567287015318,4.26926718866438,4.153528492956192,10.282565518795641,4.211395669513649,2023,27,3,0,0,0.995918996147179,0.09025161003104115,0.0,1.0
Gdansk,2023-03-27,5.0,5.0,9.0,10.0,10.0,20.0,11.0,25.0,12.857142857142858,15.857142857142858,12.678571428571429,7.01019665507731,11.71981643433652,8.487239259714825,9.828194472709962,13.513313826516853,9.116292442293743,8.169743508501904,13.39843188670285,8.848306157673807,2023,27,3,0,0,0.995918996147179,0.09025161003104115,0.0,1.0
Paris,2023-03-27,5.0,3.0,6.0,4.0,4.0,5.0,7.0,11.0,5.714285714285714,5.642857142857143,9.642857142857142,2.690370836538179,4.967656292076316,2.2715469705450437,2.1699749327564204,6.1044712983868035,4.078274634972083,7.444681351359532,7.916860419001529,6.395559667043993,2023,27,3,0,0,0.995918996147179,0.09025161003104115,0.0,1.0
Tampa,2023-03-27,6.8,6.9,6.7,6.4,8.8,8.1,8.4,4.5,7.114285714285715,7.285714285714286,8.653571428571428,1.473576795226016,7.2163320055042295,1.195157676441745,1.3799984073887943,7.591779060109503,1.6461193528649418,2.3878523037111465,8.12057137235167,2.0872519874223787,2023,27,3,0,0,0.995918996147179,0.09025161003104115,0.0,1.0
Columbus,2023-03-27,7.8,7.5,6.2,6.9,8.2,10.1,4.4,8.9,7.457142857142856,7.364285714285715,7.746428571428571,1.8644544714716074,7.2918433701464735,1.6057798992758106,1.9766355030930498,7.361336548648552,1.9207742288935814,2.4791698345984825,7.489620530291316,2.1788969459313337,2023,27,3,0,0,0.995918996147179,0.09025161003104115,0.0,1.0
London,2023-03-27,8.0,10.0,6.0,7.0,10.0,5.0,7.0,7.0,7.428571428571429,7.142857142857143,7.678571428571429,1.9023794624226864,7.677447756028489,2.054677743421701,1.9555500055421278,7.479536694053077,2.0049351421580566,2.2286613060156126,7.563523815855256,2.2092658143269848,2023,27,3,0,0,0.995918996147179,0.09025161003104115,0.0,1.0
Madrid,2023-03-27,8.0,5.0,7.0,6.0,8.0,9.0,9.0,7.0,7.285714285714286,7.142857142857143,7.5,1.4960264830861991,6.619298640645318,1.7027525225609583,2.070196678027066,6.953179951392242,2.267814262778983,2.7954990278686953,7.494096313564314,3.3008572566203562,2023,27,3,0,0,0.995918996147179,0.09025161003104115,0.0,1.0
Milano,2023-03-27,8.0,10.0,8.0,10.0,15.0,32.0,41.0,40.0,22.285714285714285,19.642857142857142,19.892857142857142,14.817942791475101,16.50242879871651,12.025218796464051,12.481414754975278,19.049467920740994,12.340195176948114,10.42198277045808,20.681871204602974,12.800584430318157,2023,27,3,0,0,0.995918996147179,0.09025161003104115,0.0,1.0
Sevilla,2023-03-27,9.0,5.0,6.0,7.0,10.0,11.0,10.0,8.0,8.142857142857142,7.5,8.142857142857142,2.2677868380553665,7.101388027395114,2.287969949722427,2.1393744592574397,7.472578315587463,2.4485847282444713,3.2285105580252353,7.805293770030511,2.879037706698255,2023,27,3,0,0,0.995918996147179,0.09025161003104115,0.0,1.0
Napoli,2023-03-27,10.0,10.0,13.0,13.0,23.0,35.0,33.0,19.0,20.857142857142858,19.357142857142858,16.928571428571427,9.973775136636604,17.061127662801873,8.806720565020903,8.634520545748039,18.17192113851034,8.644940162706023,7.591069662724658,18.22735073703056,8.6964462673054,2023,27,3,0,0,0.995918996147179,0.09025161003104115,0.0,1.0
San Francisco,2023-03-27,10.1,6.3,7.2,8.7,9.1,8.7,8.3,8.3,8.085714285714285,11.492857142857144,11.296428571428573,0.9873003113347963,9.005795689225259,4.787003898668482,6.683672906155977,10.410984710930755,5.76424924101166,5.093603988071863,11.220238768108333,6.219469394673351,2023,27,3,0,0,0.995918996147179,0.09025161003104115,0.0,1.0
Kraków,2023-03-27,11.0,6.0,11.0,18.0,27.0,37.0,32.0,50.0,25.857142857142858,25.642857142857142,26.357142857142858,15.399443403670697,19.9987847459847,14.43304870983463,14.0964105788953,23.434422643170134,14.58235738905451,16.334952948529967,24.233910522661187,14.931177154409664,2023,27,3,0,0,0.995918996147179,0.09025161003104115,0.0,1.0
Phoenix-Mesa,2023-03-27,11.2,16.7,14.6,13.7,16.6,5.7,7.6,21.2,13.728571428571428,13.62857142857143,16.510714285714286,5.411011700139603,14.325841886180967,4.154148882991914,4.200811015365149,14.486405896625138,4.972118186270016,6.105270296786653,15.020008288823362,5.6521021003974115,2023,27,3,0,0,0.995918996147179,0.09025161003104115,0.0,1.0
Varna,2023-03-27,11.3,9.7,13.5,20.3,14.1,7.7,12.4,16.7,13.485714285714286,11.857142857142858,12.021428571428572,4.2057217261838975,12.830076265030952,4.214077643563053,3.98530266888694,12.42533923025603,4.1220670772124866,4.146784309054438,11.997755100016754,4.090487202108945,2023,27,3,0,0,0.995918996147179,0.09025161003104115,0.0,1.0
Albuquerque,2023-03-27,11.6,11.9,9.3,7.6,2.6,8.8,7.3,11.5,8.428571428571429,7.950000000000001,7.425,3.1175387117159628,8.766978870923813,3.178442580566908,3.120096152364539,8.170954358605043,3.0905314687393184,2.604785482032524,7.850757082815055,2.954038080703035,2023,27,3,0,0,0.995918996147179,0.09025161003104115,0.0,1.0
Chicago,2023-03-27,12.9,23.0,9.2,7.7,21.8,15.5,12.3,8.5,14.0,11.735714285714286,13.125,6.324028252097976,14.405808284151059,7.176658525854724,6.19051472233711,13.129710526681192,6.501466716633687,5.891024245975115,12.796034417025982,6.156851055898258,2023,27,3,0,0,0.995918996147179,0.09025161003104115,0.0,1.0
Denver,2023-03-27,14.6,8.3,9.3,10.2,11.0,13.3,12.6,17.6,11.757142857142856,11.442857142857145,11.432142857142859,3.1149409533500214,10.527609176573872,2.5452993813540847,2.8335121684565263,11.17177614686621,2.7518370289574214,3.0094977520471287,11.421894953578196,2.8593007078952017,2023,27,3,0,0,0.995918996147179,0.09025161003104115,0.0,1.0
Salt Lake City,2023-03-27,14.9,15.6,8.2,15.2,11.4,11.2,12.5,14.4,12.642857142857142,15.164285714285713,15.174999999999999,2.6380909403437682,13.520718369033425,4.275784944742801,5.490916575141609,14.461732050393953,5.061823611513413,5.776621144912642,15.040095555188476,5.66480248349756,2023,27,3,0,0,0.995918996147179,0.09025161003104115,0.0,1.0
New York,2023-03-27,15.1,12.9,24.8,9.9,20.1,21.2,14.0,11.3,16.314285714285713,14.521428571428572,13.264285714285716,5.679034123108311,16.127516665550306,6.341854942478316,6.790737874422843,15.119649490652442,6.352707463332011,5.855305557748731,14.287983149583596,6.218310657441366,2023,27,3,0,0,0.995918996147179,0.09025161003104115,0.0,1.0
Dallas,2023-03-27,16.6,17.4,11.0,6.8,6.0,7.0,6.1,8.5,8.971428571428572,8.964285714285714,10.932142857142859,4.103946996780164,10.538628291787234,4.765267865359785,3.1121615399187457,10.00497993152909,4.090043504366723,3.787509058434695,10.347422394569262,3.8844076071746523,2023,27,3,0,0,0.995918996147179,0.09025161003104115,0.0,1.0
Athina,2023-03-27,17.0,18.0,29.0,19.0,13.0,28.0,37.0,24.0,24.0,18.857142857142858,18.571428571428573,8.08290376865475,21.249813703145595,7.742092425731756,8.547218556638477,20.122309248623353,8.129255687907303,7.269564006634846,19.624816843557603,8.275701866189028,2023,27,3,0,0,0.995918996147179,0.09025161003104115,0.0,1.0
Los Angeles,2023-03-27,17.0,15.5,17.2,17.4,28.3,13.2,10.0,27.9,18.5,22.192857142857143,23.532142857142862,7.031358332498777,19.716105708560708,9.999941444988112,12.852205095787097,21.63577467709013,11.575241226584149,11.695268228723911,22.440152078382432,11.851185219573475,2023,27,3,0,0,0.995918996147179,0.09025161003104115,0.0,1.0
Houston,2023-03-27,18.8,18.0,11.9,9.0,8.6,11.9,9.6,9.9,11.271428571428572,10.549999999999999,11.2,3.241251962701185,12.160013003883611,3.971877842035518,2.8305340621379345,11.365149290205927,3.3559512743152404,2.873892701417237,11.175985516535922,3.0392820655165282,2023,27,3,0,0,0.995918996147179,0.09025161003104115,0.0,1.0
Wien,2023-03-27,30.0,32.0,56.0,17.0,15.0,10.0,8.0,16.0,22.0,15.357142857142858,15.035714285714286,16.862186493255656,25.802306378238892,18.139188195759274,13.613382233088727,19.66293490127495,16.066037153484352,11.631636752623146,16.236889125962694,13.75687676100584,2023,27,3,0,0,0.995918996147179,0.09025161003104115,0.0,1.0
Tallinn,2023-03-28,2.0,1.0,3.0,2.0,3.0,3.0,2.0,2.0,2.2857142857142856,3.9285714285714284,3.0357142857142856,0.755928946018459,2.74699319797283,2.4964710836441957,3.2690691621336474,3.2653734401915613,2.8676239486462993,2.5456155896283184,3.463843648419281,2.9432832065949173,2023,28,3,1,0,0.9973249731081555,0.07309512989807777,0.7818314824680297,0.6234898018587336
Stockholm,2023-03-28,3.0,4.0,3.0,3.0,6.0,8.0,4.0,6.0,4.857142857142857,6.428571428571429,5.428571428571429,1.8644544714716036,4.8300525677516015,2.82440414699466,4.291571089657309,5.446973763093856,3.4196499184908644,3.3602091141780583,5.509429587444402,3.4669165863969926,2023,28,3,1,0,0.9973249731081555,0.07309512989807777,0.7818314824680297,0.6234898018587336
Berlin,2023-03-28,4.0,4.0,5.0,4.0,6.0,6.0,11.0,20.0,8.0,9.071428571428571,9.785714285714286,5.802298395176405,6.7522132947626154,4.675405259889455,5.370350020311465,8.301810993543254,5.14470815199768,4.802446466488935,9.18310950291416,5.125581072309598,2023,28,3,1,0,0.9973249731081555,0.07309512989807777,0.7818314824680297,0.6234898018587336
Wien,2023-03-28,4.0,30.0,32.0,56.0,17.0,15.0,10.0,8.0,24.0,16.928571428571427,15.857142857142858,16.862186493255656,26.85176313937708,15.831101064724352,13.964043307527568,21.049236876944576,15.389780684394836,11.853157996810575,17.264521423024537,13.736437588012222,2023,28,3,1,0,0.9973249731081555,0.07309512989807777,0.7818314824680297,0.6234898018587336
Gdansk,2023-03-28,5.0,5.0,5.0,9.0,10.0,10.0,20.0,11.0,10.0,15.0,12.642857142857142,5.033222956847164,10.039808928771286,7.9938935309218655,10.235684186669243,12.371594812030674,9.001287758751424,8.202141932149937,12.771357097402822,8.803157878548879,2023,28,3,1,0,0.9973249731081555,0.07309512989807777,0.7818314824680297,0.6234898018587336
Varna,2023-03-28,5.5,11.3,9.7,13.5,20.3,14.1,7.7,12.4,12.714285714285714,12.107142857142858,12.014285714285716,4.008502867417617,12.447545040486718,3.718976854172705,3.8174627670773664,12.274420184733632,3.8560585713483326,4.147887841416826,11.945656727579063,3.9382959692607993,2023,28,3,1,0,0.9973249731081555,0.07309512989807777,0.7818314824680297,0.6234898018587336
Amsterdam,2023-03-28,6.0,3.0,6.0,8.0,7.0,8.0,6.0,8.0,6.571428571428571,8.0,7.714285714285714,1.812653934349927,6.472320284741898,3.0231754439139236,3.700311837170978,7.344831640539039,3.511561467625747,4.0721014945615694,7.804843989938906,4.241676689476531,2023,28,3,1,0,0.9973249731081555,0.07309512989807777,0.7818314824680297,0.6234898018587336
Marseille,2023-03-28,6.0,3.0,5.0,5.0,8.0,8.0,8.0,11.0,6.857142857142857,6.5,13.642857142857142,2.672612419124209,5.8087464311078385,2.919535544201545,2.5343790014670624,7.4585576363599255,5.692859811876044,11.14289105950611,9.895954145163461,8.342050356083698,2023,28,3,1,0,0.9973249731081555,0.07309512989807777,0.7818314824680297,0.6234898018587336
Milano,2023-03-28,6.0,8.0,10.0,8.0,10.0,15.0,32.0,41.0,17.714285714285715,19.214285714285715,19.928571428571427,13.30055494724797,14.376754037068343,11.147515720698868,12.78928981866993,17.567625728365652,12.129377559215136,10.377784575641032,19.734970423500304,12.772612877691811,2023,28,3,1,0,0.9973249731081555,0.07309512989807777,0.7818314824680297,0.6234898018587336
München,2023-03-28,6.0,4.0,4.0,4.0,6.0,8.0,8.0,9.0,6.142857142857143,7.214285714285714,10.607142857142858,2.1930626551751344,5.638266658775082,2.648858054763749,3.042735900179606,6.956157358684307,4.37118712473862,8.577918618796044,8.459855619315151,6.192969046343479,2023,28,3,1,0,0.9973249731081555,0.07309512989807777,0.7818314824680297,0.6234898018587336
London,2023-03-28,7.0,8.0,10.0,6.0,7.0,10.0,5.0,7.0,7.571428571428571,6.928571428571429,7.75,1.9023794624226862,7.7580883800848435,1.7857743993455946,1.639150141632296,7.549335936140345,1.8745926518335416,2.2047927592204917,7.596113615343944,2.1278891341353745,2023,28,3,1,0,0.9973249731081555,0.07309512989807777,0.7818314824680297,0.6234898018587336
Paris,2023-03-28,7.0,5.0,3.0,6.0,4.0,4.0,5.0,7.0,4.857142857142857,5.714285714285714,9.571428571428571,1.3451854182690604,4.975742476066692,1.9672616513693029,2.127785827444235,5.956350847523737,3.81476790505206,7.48048607763372,7.699070996245246,6.200295234926444,2023,28,3,1,0,0.9973249731081555,0.07309512989807777,0.7818314824680297,0.6234898018587336
Tampa,2023-03-28,7.5,6.8,6.9,6.7,6.4,8.8,8.1,8.4,7.442857142857143,7.135714285714286,8.682142857142859,0.9606545387688268,7.112245695872292,1.0531875065592184,1.3030184737205945,7.485593710124716,1.5570660787494255,2.359543830901875,8.021969987445019,2.038393251140944,2023,28,3,1,0,0.9973249731081555,0.07309512989807777,0.7818314824680297,0.6234898018587336
Athina,2023-03-28,8.0,17.0,18.0,29.0,19.0,13.0,28.0,37.0,23.0,19.357142857142858,18.464285714285715,8.504900548115373,20.18732650750488,6.99323332534791,8.18635960097549,19.703576906447047,7.644244954630237,7.269836937684994,19.428833058568994,7.989917129085562,2023,28,3,1,0,0.9973249731081555,0.07309512989807777,0.7818314824680297,0.6234898018587336
Madrid,2023-03-28,8.0,8.0,5.0,7.0,6.0,8.0,9.0,9.0,7.428571428571429,6.928571428571429,7.571428571428571,1.5118578920369166,6.9644849518081475,1.6098193078214302,1.774359503694689,7.0935688033241595,2.142382570787529,2.7812676490136186,7.53186996605771,3.17735205226454,2023,28,3,1,0,0.9973249731081555,0.07309512989807777,0.7818314824680297,0.6234898018587336
Atlanta,2023-03-28,8.2,4.2,7.4,5.8,8.0,17.5,11.9,12.0,9.542857142857143,9.971428571428572,10.417857142857144,4.554066733099528,8.01161734238997,4.295218822207298,4.622425033119867,9.244392909896918,4.475279646492136,4.318697812263645,9.828406511190732,4.366993350528062,2023,28,3,1,0,0.9973249731081555,0.07309512989807777,0.7818314824680297,0.6234898018587336
San Francisco,2023-03-28,8.9,10.1,6.3,7.2,8.7,9.1,8.7,8.3,8.342857142857142,11.75,11.235714285714286,1.2514753198486808,9.279355461681291,4.177107366554932,6.544610231092686,10.369278606243503,5.364575409256102,5.09750950706354,11.136595357177123,5.9888457785802025,2023,28,3,1,0,0.9973249731081555,0.07309512989807777,0.7818314824680297,0.6234898018587336
Columbus,2023-03-28,9.5,7.8,7.5,6.2,6.9,8.2,10.1,4.4,7.3,7.4071428571428575,7.507142857142857,1.7663521732655676,7.418886565522233,1.4108003422968294,1.979302241356121,7.4201656266755025,1.793943825607765,2.097075312840449,7.512795230425372,2.0971101288622376,2023,28,3,1,0,0.9973249731081555,0.07309512989807777,0.7818314824680297,0.6234898018587336
Albuquerque,2023-03-28,10.0,11.6,11.9,9.3,7.6,2.6,8.8,7.3,8.442857142857143,8.128571428571428,7.632142857142857,3.134143765505524,9.475256664935133,3.0549158913673535,3.2594073485430237,8.630823064270198,3.121071121900326,2.699664392232455,8.130696926829362,3.0139906458117722,2023,28,3,1,0,0.9973249731081555,0.07309512989807777,0.7818314824680297,0.6234898018587336
Phoenix-Mesa,2023-03-28,10.0,11.2,16.7,14.6,13.7,16.6,5.7,7.6,12.3,13.485714285714284,16.325,4.319722213291043,13.54435657608221,3.8832951786725194,4.250223006431026,14.045666581951998,4.770263470845867,6.187300314772605,14.734784698854032,5.5315694259683434,2023,28,3,1,0,0.9973249731081555,0.07309512989807777,0.7818314824680297,0.6234898018587336
Denver,2023-03-28,11.0,14.6,8.3,9.3,10.2,11.0,13.3,12.6,11.328571428571427,11.571428571428571,11.714285714285714,2.268416691376229,11.545739242447668,2.913209340264578,2.9387146775493456,11.631534642652724,2.833233730651711,2.918360052636651,11.65919038911226,2.8791574965251874,2023,28,3,1,0,0.9973249731081555,0.07309512989807777,0.7818314824680297,0.6234898018587336
Napoli,2023-03-28,11.0,10.0,10.0,13.0,13.0,23.0,35.0,33.0,19.571428571428573,18.5,16.785714285714285,10.799029938797636,15.29578963799425,8.31113957981412,8.94212158615272,17.07598623714936,8.547639450138847,7.68527761785429,17.613049841396776,8.650222677657023,2023,28,3,1,0,0.9973249731081555,0.07309512989807777,0.7818314824680297,0.6234898018587336
Sevilla,2023-03-28,11.0,9.0,5.0,6.0,7.0,10.0,11.0,10.0,8.285714285714286,7.5,8.214285714285714,2.28868854108532,7.576056107289941,2.1713149454191094,2.1393744592574397,7.677420568060352,2.3415386964782234,3.2244108604247987,7.894497346071855,2.7873014607783047,2023,28,3,1,0,0.9973249731081555,0.07309512989807777,0.7818314824680297,0.6234898018587336
Kraków,2023-03-28,13.0,11.0,6.0,11.0,18.0,27.0,37.0,32.0,20.285714285714285,25.571428571428573,26.392857142857142,11.856282240712229,17.749017053377646,13.188896561376481,14.173183159725305,21.76684441744493,14.263757735410246,16.298919040990477,23.24579133987037,14.792474296549345,2023,28,3,1,0,0.9973249731081555,0.07309512989807777,0.7818314824680297,0.6234898018587336
Houston,2023-03-28,14.9,18.8,18.0,11.9,9.0,8.6,11.9,9.6,12.542857142857144,11.192857142857141,11.532142857142857,4.213413953417959,13.820062515553415,4.634281154909413,3.571998855567541,12.362235806480983,4.082846015866675,3.1901530871694423,11.745237888923205,3.5684192183390584,2023,28,3,1,0,0.9973249731081555,0.07309512989807777,0.7818314824680297,0.6234898018587336
Dallas,2023-03-28,16.5,16.6,17.4,11.0,6.8,6.0,7.0,6.1,10.128571428571428,9.492857142857144,11.257142857142856,4.994234771452073,12.054019383690422,5.00677270170747,3.7236178201219365,10.889436908744964,4.4639822873932635,3.871589641117244,10.814275473501219,4.095541309107529,2023,28,3,1,0,0.9973249731081555,0.07309512989807777,0.7818314824680297,0.6234898018587336
New York,2023-03-28,17.5,15.1,12.9,24.8,9.9,20.1,21.2,14.0,16.857142857142858,14.335714285714287,13.214285714285714,5.28799178732883,15.87062933431351,5.513155037959688,6.732425227995438,15.117014300929611,5.910992412899027,5.8325849860115735,14.348612955510717,5.984146520440321,2023,28,3,1,0,0.9973249731081555,0.07309512989807777,0.7818314824680297,0.6234898018587336
Salt Lake City,2023-03-28,18.4,14.9,15.6,8.2,15.2,11.4,11.2,12.5,12.714285714285714,14.721428571428572,15.435714285714287,2.6996472432699976,13.865549736817789,3.7586867511282884,5.218632088883149,14.520508087751645,4.71241440318504,5.583588006511138,15.029635222600582,5.447992377966236,2023,28,3,1,0,0.9973249731081555,0.07309512989807777,0.7818314824680297,0.6234898018587336
Los Angeles,2023-03-28,25.6,17.0,15.5,17.2,17.4,28.3,13.2,10.0,16.942857142857143,22.42142857142857,23.400000000000002,5.679746808575518,19.03705769871115,8.752821407390316,12.719227030906252,21.014071753462233,10.894547501740886,11.749231653365442,22.033959319504078,11.490548345189723,2023,28,3,1,0,0.9973249731081555,0.07309512989807777,0.7818314824680297,0.6234898018587336
Chicago,2023-03-28,28.5,12.9,23.0,9.2,7.7,21.8,15.5,12.3,14.628571428571428,12.107142857142858,12.982142857142858,5.890023849899166,14.029344247664941,6.254901864758109,6.084844260154046,13.098904088496962,6.049949866732963,5.844405591638616,12.803797079975133,5.92113334086447,2023,28,3,1,0,0.9973249731081555,0.07309512989807777,0.7818314824680297,0.6234898018587336
Tallinn,2023-03-29,1.0,2.0,1.0,3.0,2.0,3.0,3.0,2.0,2.2857142857142856,3.857142857142857,3.0714285714285716,0.755928946018459,2.5602404466990065,2.1900437291355286,3.301681223422228,3.0958060988632248,2.70568065735287,2.5229108912284968,3.355164231295611,2.858268212526415,2023,29,3,2,0,0.9984354211555643,0.055916990100603484,0.9749279121818236,-0.22252093395631434
Stockholm,2023-03-29,4.0,3.0,4.0,3.0,3.0,6.0,8.0,4.0,4.428571428571429,6.5,5.428571428571429,1.902379462422678,4.3725285194325325,2.5914305175540817,4.219916149367463,5.119065161467758,3.2976682729122233,3.3602091141780583,5.323123252631358,3.4019798075965078,2023,29,3,2,0,0.9984354211555643,0.055916990100603484,0.9749279121818236,-0.22252093395631434
München,2023-03-29,5.0,6.0,4.0,4.0,4.0,6.0,8.0,8.0,5.714285714285714,7.428571428571429,10.428571428571429,1.7994708216848754,5.72870214986731,2.3001968029815965,2.8206460175009544,6.828026756244069,4.08156205806873,8.621371255667068,8.277229780002164,5.993576935167162,2023,29,3,2,0,0.9984354211555643,0.055916990100603484,0.9749279121818236,-0.22252093395631434
Paris,2023-03-29,7.0,7.0,5.0,3.0,6.0,4.0,4.0,5.0,4.857142857142857,5.857142857142857,9.321428571428571,1.3451854182690604,5.481818920815032,1.9490852907419534,2.1432234119210753,6.096205855100141,3.5689012360066226,7.443881760303264,7.647170215392019,5.967266491973989,2023,29,3,2,0,0.9984354211555643,0.055916990100603484,0.9749279121818236,-0.22252093395631434
Wien,2023-03-29,7.0,4.0,30.0,32.0,56.0,17.0,15.0,10.0,23.428571428571427,16.785714285714285,15.357142857142858,17.548572048813003,21.138686167166636,17.38391428104579,14.094071702061727,18.76454077295265,15.538261321539673,12.053013410559712,16.27973014546192,13.682595223201574,2023,29,3,2,0,0.9984354211555643,0.055916990100603484,0.9749279121818236,-0.22252093395631434
Varna,2023-03-29,7.3,5.5,11.3,9.7,13.5,20.3,14.1,7.7,11.728571428571428,11.942857142857141,11.953571428571427,4.8571988792287435,10.71061737577605,4.575143933698047,4.058933980116585,11.366608796190185,4.314508814305092,4.232544295920742,11.467115035719418,4.162961679171687,2023,29,3,2,0,0.9984354211555643,0.055916990100603484,0.9749279121818236,-0.22252093395631434
London,2023-03-29,8.0,7.0,8.0,10.0,6.0,7.0,10.0,5.0,7.571428571428571,7.071428571428571,7.785714285714286,1.9023794624226862,7.56856176716017,1.5866428382844329,1.5424399110243712,7.475721751403443,1.7551540073126575,2.1833908874032995,7.551856648197882,2.053120768356035,2023,29,3,2,0,0.9984354211555643,0.055916990100603484,0.9749279121818236,-0.22252093395631434
